time 	 inner iter. 	  errorU 	  errorpsi 	  errorj 	  error 

450007.26	 3	 2.013209548e-05 	 1.095380312e-06 	 1.660837919 	 2.013209548e-05
450014.52	 3	 1.874452792e-05 	 5.636463571e-08 	 0.2870424918 	 1.874452792e-05
450021.81	 3	 1.728138955e-05 	 4.619459609e-08 	 0.1617314991 	 1.728138955e-05
450029.1	 3	 1.590071228e-05 	 4.020936923e-08 	 0.1145194931 	 1.590071228e-05
450036.41	 3	 1.435568746e-05 	 3.594205994e-08 	 0.0888480723 	 1.435568746e-05
450043.73	 3	 1.275440957e-05 	 3.262266829e-08 	 0.07278731771 	 1.275440957e-05
450051.07	 3	 1.122578986e-05 	 2.991298193e-08 	 0.06145581067 	 1.122578986e-05
450058.42	 3	 9.864326394e-06 	 2.762576165e-08 	 0.05307833239 	 9.864326394e-06
450065.78	 3	 9.071479443e-06 	 2.565034167e-08 	 0.04656380524 	 9.071479443e-06
450073.16	 3	 8.342155643e-06 	 2.391600414e-08 	 0.04138291645 	 8.342155643e-06
450080.55	 3	 7.77079565e-06 	 2.237177436e-08 	 0.03751112308 	 7.77079565e-06
450087.95	 3	 7.287133671e-06 	 2.098336577e-08 	 0.03444295088 	 7.287133671e-06
450095.37	 3	 6.814790119e-06 	 1.972430971e-08 	 0.03180513074 	 6.814790119e-06
450102.8	 3	 6.356496179e-06 	 1.85754016e-08 	 0.02946450311 	 6.356496179e-06
450110.25	 3	 5.929469155e-06 	 1.752104227e-08 	 0.02738827536 	 5.929469155e-06
450117.71	 3	 5.527826548e-06 	 1.654740982e-08 	 0.02553093019 	 5.527826548e-06
450125.18	 3	 5.16031195e-06 	 1.564618381e-08 	 0.02392406928 	 5.16031195e-06
450132.67	 3	 4.817924515e-06 	 1.480866376e-08 	 0.02247556547 	 4.817924515e-06
450140.17	 3	 4.505909905e-06 	 1.402802957e-08 	 0.02115755763 	 4.505909905e-06
450147.69	 3	 4.215000539e-06 	 1.329800237e-08 	 0.01994685506 	 4.215000539e-06
450155.21	 3	 3.946356552e-06 	 1.261519364e-08 	 0.01883390941 	 3.946356552e-06
450162.76	 3	 3.700295304e-06 	 1.197410873e-08 	 0.01781105127 	 3.700295304e-06
450170.31	 3	 3.469159034e-06 	 1.13715599e-08 	 0.01686064496 	 3.469159034e-06
450177.88	 3	 3.254381759e-06 	 1.080356651e-08 	 0.0159784108 	 3.254381759e-06
450185.46	 3	 3.057204257e-06 	 1.026892086e-08 	 0.01516082141 	 3.057204257e-06
450193.06	 3	 3.036150815e-06 	 9.764135071e-09 	 0.01439312455 	 3.036150815e-06
450200.67	 3	 3.041299311e-06 	 9.287395624e-09 	 0.01367261566 	 3.041299311e-06
450208.29	 3	 3.0574761e-06 	 8.835960649e-09 	 0.01299549324 	 3.0574761e-06
450215.93	 3	 3.069156146e-06 	 8.408652545e-09 	 0.012351736 	 3.069156146e-06
450223.58	 3	 3.078526558e-06 	 8.004301856e-09 	 0.01173956974 	 3.078526558e-06
450231.23	 3	 3.086032505e-06 	 7.620956237e-09 	 0.01115317788 	 3.086032505e-06
450238.88	 3	 3.110101967e-06 	 7.257275692e-09 	 0.01059414976 	 3.110101967e-06
450246.51	 3	 3.128732995e-06 	 6.91219937e-09 	 0.01009227405 	 3.128732995e-06
450254.13	 3	 3.144201935e-06 	 6.584864468e-09 	 0.009718479783 	 3.144201935e-06
450261.75	 3	 3.158275859e-06 	 6.273409334e-09 	 0.009355810974 	 3.158275859e-06
450269.36	 3	 3.15100214e-06 	 5.977693003e-09 	 0.009001730433 	 3.15100214e-06
450276.96	 3	 3.142243426e-06 	 5.696550981e-09 	 0.008660956845 	 3.142243426e-06
450284.55	 3	 3.141695388e-06 	 5.429279544e-09 	 0.008329026181 	 3.141695388e-06
450292.14	 3	 3.132000793e-06 	 5.175018787e-09 	 0.008009978411 	 3.132000793e-06
450299.71	 3	 3.116959263e-06 	 4.933106198e-09 	 0.007700501653 	 3.116959263e-06
450307.28	 3	 3.129662782e-06 	 4.702877171e-09 	 0.007402109033 	 3.129662782e-06
450314.84	 3	 3.131197841e-06 	 4.483708058e-09 	 0.007114128889 	 3.131197841e-06
450322.39	 3	 3.121414935e-06 	 4.275031434e-09 	 0.006834735612 	 3.121414935e-06
450329.93	 3	 3.112493278e-06 	 4.076274892e-09 	 0.006566859893 	 3.112493278e-06
450337.46	 3	 3.117274926e-06 	 3.886617808e-09 	 0.006306864127 	 3.117274926e-06
450344.99	 3	 3.134105013e-06 	 3.706233979e-09 	 0.00605736454 	 3.134105013e-06
450352.51	 3	 3.144923396e-06 	 3.534873686e-09 	 0.005817042487 	 3.144923396e-06
450360.01	 3	 3.150754193e-06 	 3.371720569e-09 	 0.005589943784 	 3.150754193e-06
450367.51	 3	 3.150985474e-06 	 3.215295677e-09 	 0.005375726805 	 3.150985474e-06
450375.01	 3	 3.150049506e-06 	 3.066716687e-09 	 0.005169832004 	 3.150049506e-06
450382.5	 3	 3.143576182e-06 	 2.924983304e-09 	 0.004970372041 	 3.143576182e-06
450389.97	 3	 3.132599837e-06 	 2.790042392e-09 	 0.004780159709 	 3.132599837e-06
450397.45	 3	 3.117287237e-06 	 2.661233219e-09 	 0.004596320405 	 3.117287237e-06
450404.91	 3	 3.115952736e-06 	 2.538394685e-09 	 0.004418621967 	 3.115952736e-06
450412.36	 3	 3.114077647e-06 	 2.421348916e-09 	 0.004248999707 	 3.114077647e-06
450419.81	 3	 3.112828244e-06 	 2.309734337e-09 	 0.004085953888 	 3.112828244e-06
450427.25	 3	 3.097086777e-06 	 2.20306801e-09 	 0.003927718317 	 3.097086777e-06
450434.68	 3	 3.084006295e-06 	 2.101768008e-09 	 0.003776820617 	 3.084006295e-06
450442.11	 3	 3.066611004e-06 	 2.005098927e-09 	 0.003633654996 	 3.066611004e-06
450449.52	 3	 3.079438276e-06 	 1.912904176e-09 	 0.003498002901 	 3.079438276e-06
450456.93	 3	 3.10106346e-06 	 1.824737313e-09 	 0.003473246717 	 3.10106346e-06
450464.34	 3	 3.095878799e-06 	 1.740835295e-09 	 0.00345231168 	 3.095878799e-06
450471.73	 3	 3.089132823e-06 	 1.661005493e-09 	 0.003457362126 	 3.089132823e-06
450479.12	 3	 3.087740495e-06 	 1.584343031e-09 	 0.003442297462 	 3.087740495e-06
450486.5	 3	 3.078921271e-06 	 1.511749601e-09 	 0.003456429855 	 3.078921271e-06
450493.87	 3	 3.064268263e-06 	 1.44211582e-09 	 0.003450460759 	 3.064268263e-06
450501.23	 3	 3.043147423e-06 	 1.375989974e-09 	 0.003453296966 	 3.043147423e-06
450508.59	 3	 3.040166465e-06 	 1.312754114e-09 	 0.003452188164 	 3.040166465e-06
450515.94	 3	 3.036425572e-06 	 1.252468049e-09 	 0.003454561475 	 3.036425572e-06
450523.29	 3	 3.028664881e-06 	 1.194964447e-09 	 0.003455293413 	 3.028664881e-06
450530.63	 3	 3.00318851e-06 	 1.160829117e-09 	 0.003451213503 	 3.00318851e-06
450537.95	 3	 2.997320434e-06 	 1.169406654e-09 	 0.003448144468 	 2.997320434e-06
450545.28	 3	 3.00420079e-06 	 1.177625129e-09 	 0.003448098104 	 3.00420079e-06
450552.59	 3	 3.001142408e-06 	 1.184425426e-09 	 0.003438920422 	 3.001142408e-06
450559.9	 3	 2.9974944e-06 	 1.191765039e-09 	 0.003430339139 	 2.9974944e-06
450567.2	 3	 2.988379331e-06 	 1.198661733e-09 	 0.003421565561 	 2.988379331e-06
450574.49	 3	 2.982124199e-06 	 1.204078328e-09 	 0.003420670737 	 2.982124199e-06
450581.77	 3	 2.975902547e-06 	 1.213275565e-09 	 0.003426068156 	 2.975902547e-06
450589.05	 3	 2.967665055e-06 	 1.223224486e-09 	 0.00342844994 	 2.967665055e-06
450596.32	 3	 2.953334712e-06 	 1.232738103e-09 	 0.003429006814 	 2.953334712e-06
450603.58	 3	 2.930815018e-06 	 1.240661347e-09 	 0.003431445884 	 2.930815018e-06
450610.84	 3	 2.923126797e-06 	 1.248931199e-09 	 0.003431942808 	 2.923126797e-06
450618.09	 3	 2.919847905e-06 	 1.256595583e-09 	 0.00343288881 	 2.919847905e-06
450625.34	 3	 2.918681049e-06 	 1.26385108e-09 	 0.00343342953 	 2.918681049e-06
450632.57	 3	 2.926611453e-06 	 1.269575279e-09 	 0.00342834882 	 2.926611453e-06
450639.8	 3	 2.928463061e-06 	 1.275519262e-09 	 0.003424813251 	 2.928463061e-06
450647.02	 3	 2.927709903e-06 	 1.281003494e-09 	 0.003418925833 	 2.927709903e-06
450654.23	 3	 2.920477145e-06 	 1.284948116e-09 	 0.003411317535 	 2.920477145e-06
450661.44	 3	 2.910938498e-06 	 1.28940657e-09 	 0.003400415313 	 2.910938498e-06
450668.64	 3	 2.896994837e-06 	 1.293626823e-09 	 0.003404528564 	 2.896994837e-06
450675.83	 3	 2.884341505e-06 	 1.297571729e-09 	 0.003405722769 	 2.884341505e-06
450683.01	 3	 2.891198222e-06 	 1.30013173e-09 	 0.00340590973 	 2.891198222e-06
450690.19	 3	 2.897350714e-06 	 1.303361687e-09 	 0.003412479028 	 2.897350714e-06
450697.36	 3	 2.902878088e-06 	 1.306177543e-09 	 0.003415290286 	 2.902878088e-06
450704.53	 3	 2.901329027e-06 	 1.308764223e-09 	 0.003417880229 	 2.901329027e-06
450711.69	 3	 2.896646427e-06 	 1.310034644e-09 	 0.003416881418 	 2.896646427e-06
450718.84	 3	 2.894847019e-06 	 1.312069297e-09 	 0.003417441661 	 2.894847019e-06
450725.98	 3	 2.884427152e-06 	 1.313874527e-09 	 0.003414898497 	 2.884427152e-06
450733.12	 3	 2.875825342e-06 	 1.315769382e-09 	 0.003409044111 	 2.875825342e-06
450740.25	 3	 2.877075813e-06 	 1.316766969e-09 	 0.003401165048 	 2.877075813e-06
450747.37	 3	 2.880749099e-06 	 1.318680171e-09 	 0.003394512581 	 2.880749099e-06
450754.49	 3	 2.878974203e-06 	 1.320487382e-09 	 0.00338679357 	 2.878974203e-06
450761.6	 3	 2.888720828e-06 	 1.322247234e-09 	 0.003379605057 	 2.888720828e-06
450768.71	 3	 2.898530375e-06 	 1.324019812e-09 	 0.003385200643 	 2.898530375e-06
450775.8	 3	 2.90644331e-06 	 1.324706888e-09 	 0.00338866752 	 2.90644331e-06
450782.89	 3	 2.912841896e-06 	 1.326493792e-09 	 0.003393379169 	 2.912841896e-06
450789.98	 3	 2.915124261e-06 	 1.328323207e-09 	 0.003396815076 	 2.915124261e-06
450797.06	 3	 2.915664915e-06 	 1.330330253e-09 	 0.003397943092 	 2.915664915e-06
450804.13	 3	 2.910015122e-06 	 1.331752371e-09 	 0.003397261475 	 2.910015122e-06
450811.19	 3	 2.902928715e-06 	 1.334308899e-09 	 0.003395393237 	 2.902928715e-06
450818.25	 3	 2.893825068e-06 	 1.3369651e-09 	 0.003392116931 	 2.893825068e-06
450825.3	 3	 2.880148098e-06 	 1.339770936e-09 	 0.003387113276 	 2.880148098e-06
450832.35	 3	 2.880332838e-06 	 1.342728777e-09 	 0.003384118871 	 2.880332838e-06
450839.39	 3	 2.87653468e-06 	 1.345820698e-09 	 0.003375367038 	 2.87653468e-06
450846.42	 3	 2.870857201e-06 	 1.348058969e-09 	 0.003362862036 	 2.870857201e-06
450853.44	 3	 2.863903168e-06 	 1.351448398e-09 	 0.003352416676 	 2.863903168e-06
450860.46	 3	 2.872082588e-06 	 1.355108417e-09 	 0.003356653178 	 2.872082588e-06
450867.48	 3	 2.882654178e-06 	 1.359375923e-09 	 0.003360665509 	 2.882654178e-06
450874.48	 3	 2.889035883e-06 	 1.363792758e-09 	 0.00336376492 	 2.889035883e-06
450881.49	 3	 2.893332779e-06 	 1.368392403e-09 	 0.003367694719 	 2.893332779e-06
450888.48	 3	 2.891434145e-06 	 1.372102158e-09 	 0.003367734671 	 2.891434145e-06
450895.47	 3	 2.887865961e-06 	 1.377041559e-09 	 0.003365721875 	 2.887865961e-06
450902.45	 3	 2.881236396e-06 	 1.382144966e-09 	 0.003364322201 	 2.881236396e-06
450909.43	 3	 2.875377767e-06 	 1.387384601e-09 	 0.003361592265 	 2.875377767e-06
450916.4	 3	 2.872783944e-06 	 1.392840761e-09 	 0.003356930654 	 2.872783944e-06
450923.36	 3	 2.866394953e-06 	 1.398542844e-09 	 0.003350238689 	 2.866394953e-06
450930.33	 3	 2.862984919e-06 	 1.404726041e-09 	 0.003338809388 	 2.862984919e-06
450937.28	 3	 2.85419058e-06 	 1.411142965e-09 	 0.003334654404 	 2.85419058e-06
450944.23	 3	 2.843673707e-06 	 1.41763322e-09 	 0.003323114608 	 2.843673707e-06
450951.17	 3	 2.83242323e-06 	 1.423172267e-09 	 0.003313570465 	 2.83242323e-06
450958.1	 3	 2.84239752e-06 	 1.429833318e-09 	 0.00331562515 	 2.84239752e-06
450965.03	 3	 2.842682042e-06 	 1.436701432e-09 	 0.003322117028 	 2.842682042e-06
450971.96	 3	 2.846964833e-06 	 1.443615085e-09 	 0.003323293589 	 2.846964833e-06
450978.87	 3	 2.844350958e-06 	 1.450547838e-09 	 0.003324270589 	 2.844350958e-06
450985.79	 3	 2.853419768e-06 	 1.457879606e-09 	 0.003323429586 	 2.853419768e-06
450992.69	 3	 2.861438157e-06 	 1.46557342e-09 	 0.003322997607 	 2.861438157e-06
450999.6	 3	 2.860726291e-06 	 1.47328409e-09 	 0.003318722327 	 2.860726291e-06
451006.49	 3	 2.855180243e-06 	 1.481081996e-09 	 0.003314042631 	 2.855180243e-06
451013.38	 3	 2.844802386e-06 	 1.488910048e-09 	 0.003307745039 	 2.844802386e-06
451020.27	 3	 2.838821335e-06 	 1.496742617e-09 	 0.0032994356 	 2.838821335e-06
451027.15	 3	 2.844609186e-06 	 1.504623135e-09 	 0.003292906693 	 2.844609186e-06
451034.03	 3	 2.833750613e-06 	 1.512529092e-09 	 0.00328410549 	 2.833750613e-06
451040.9	 3	 2.847839959e-06 	 1.520405646e-09 	 0.003276285895 	 2.847839959e-06
451047.76	 3	 2.84725646e-06 	 1.527437184e-09 	 0.003263892638 	 2.84725646e-06
451054.61	 3	 2.842410295e-06 	 1.5358911e-09 	 0.003266363202 	 2.842410295e-06
451061.46	 3	 2.838812959e-06 	 1.544312753e-09 	 0.003269231969 	 2.838812959e-06
451068.31	 3	 2.832267787e-06 	 1.552716332e-09 	 0.003271542537 	 2.832267787e-06
451075.15	 3	 2.838548581e-06 	 1.561101061e-09 	 0.00327160172 	 2.838548581e-06
451081.98	 3	 2.84206698e-06 	 1.569448823e-09 	 0.003270347257 	 2.84206698e-06
451088.81	 3	 2.837739722e-06 	 1.577836984e-09 	 0.003271614264 	 2.837739722e-06
451095.63	 3	 2.831329151e-06 	 1.586282391e-09 	 0.003277333644 	 2.831329151e-06
451102.45	 3	 2.819165798e-06 	 1.594839039e-09 	 0.003283168962 	 2.819165798e-06
451109.26	 3	 2.813504738e-06 	 1.603379392e-09 	 0.003288383022 	 2.813504738e-06
451116.07	 3	 2.828138902e-06 	 1.611802017e-09 	 0.003292706766 	 2.828138902e-06
451122.87	 3	 2.84037218e-06 	 1.620519218e-09 	 0.003296046818 	 2.84037218e-06
451129.67	 3	 2.840292119e-06 	 1.629213849e-09 	 0.00330094626 	 2.840292119e-06
451136.46	 3	 2.83107858e-06 	 1.637710547e-09 	 0.003305005618 	 2.83107858e-06
451143.25	 3	 2.828513782e-06 	 1.646368675e-09 	 0.003307067747 	 2.828513782e-06
451150.03	 3	 2.819888163e-06 	 1.65521968e-09 	 0.003309198564 	 2.819888163e-06
451156.81	 3	 2.815579477e-06 	 1.664012542e-09 	 0.003313714595 	 2.815579477e-06
451163.58	 3	 2.811988213e-06 	 1.672717948e-09 	 0.00331568196 	 2.811988213e-06
451170.34	 3	 2.815908956e-06 	 1.680086804e-09 	 0.00331032617 	 2.815908956e-06
451177.09	 3	 2.80882212e-06 	 1.688717481e-09 	 0.003313211729 	 2.80882212e-06
451183.84	 3	 2.801753282e-06 	 1.697278198e-09 	 0.003318614429 	 2.801753282e-06
451190.59	 3	 2.803913855e-06 	 1.70588984e-09 	 0.003324186679 	 2.803913855e-06
451197.33	 3	 2.801124084e-06 	 1.714831218e-09 	 0.003327774556 	 2.801124084e-06
451204.06	 3	 2.81503055e-06 	 1.722495447e-09 	 0.003330474467 	 2.81503055e-06
451210.78	 3	 2.821418578e-06 	 1.731448082e-09 	 0.003336613751 	 2.821418578e-06
451217.5	 3	 2.815392515e-06 	 1.740373328e-09 	 0.003343202153 	 2.815392515e-06
451224.22	 3	 2.802229795e-06 	 1.749295121e-09 	 0.003348218926 	 2.802229795e-06
451230.92	 3	 2.798044033e-06 	 1.756758343e-09 	 0.003351408151 	 2.798044033e-06
451237.62	 3	 2.78861836e-06 	 1.765564975e-09 	 0.003356632351 	 2.78861836e-06
451244.32	 3	 2.768429733e-06 	 1.77433361e-09 	 0.003361240897 	 2.768429733e-06
451251	 3	 2.774094108e-06 	 1.783056322e-09 	 0.003365102627 	 2.774094108e-06
451257.69	 3	 2.779919847e-06 	 1.792247347e-09 	 0.003367676147 	 2.779919847e-06
451264.36	 3	 2.76902519e-06 	 1.80014637e-09 	 0.003366596115 	 2.76902519e-06
451271.03	 3	 2.777311396e-06 	 1.809363593e-09 	 0.003371289657 	 2.777311396e-06
451277.69	 3	 2.781220624e-06 	 1.818573052e-09 	 0.003375788418 	 2.781220624e-06
451284.35	 3	 2.78778181e-06 	 1.827746782e-09 	 0.003375600055 	 2.78778181e-06
451291	 3	 2.790956638e-06 	 1.835475565e-09 	 0.003374221085 	 2.790956638e-06
451297.64	 3	 2.788661258e-06 	 1.844606279e-09 	 0.003381762523 	 2.788661258e-06
451304.28	 3	 2.783438297e-06 	 1.853677934e-09 	 0.003387871906 	 2.783438297e-06
451310.91	 3	 2.770244512e-06 	 1.86266098e-09 	 0.003392797429 	 2.770244512e-06
451317.54	 3	 2.762371479e-06 	 1.872240703e-09 	 0.003396442971 	 2.762371479e-06
451324.16	 3	 2.753974601e-06 	 1.881888883e-09 	 0.003400827764 	 2.753974601e-06
451330.78	 3	 2.728661108e-06 	 1.890040206e-09 	 0.003402100383 	 2.728661108e-06
451337.38	 3	 2.735476796e-06 	 1.899623528e-09 	 0.003405588512 	 2.735476796e-06
451343.99	 3	 2.735197922e-06 	 1.909170779e-09 	 0.003408480686 	 2.735197922e-06
451350.58	 3	 2.73952859e-06 	 1.918704023e-09 	 0.003410561946 	 2.73952859e-06
451357.18	 3	 2.749853069e-06 	 1.928222453e-09 	 0.00341267794 	 2.749853069e-06
451363.76	 3	 2.749278038e-06 	 1.937688054e-09 	 0.003414975974 	 2.749278038e-06
451370.35	 3	 2.7573035e-06 	 1.947122339e-09 	 0.003419525177 	 2.7573035e-06
451376.92	 3	 2.758582975e-06 	 1.956977511e-09 	 0.003423428564 	 2.758582975e-06
451383.5	 3	 2.753815931e-06 	 1.967042129e-09 	 0.003427176639 	 2.753815931e-06
451390.06	 3	 2.745525649e-06 	 1.975544897e-09 	 0.003427338183 	 2.745525649e-06
451396.62	 3	 2.731536276e-06 	 1.985512382e-09 	 0.003426404771 	 2.731536276e-06
451403.17	 3	 2.723665662e-06 	 1.995417155e-09 	 0.003431887586 	 2.723665662e-06
451409.72	 3	 2.701860791e-06 	 2.005294534e-09 	 0.003437697268 	 2.701860791e-06
451416.26	 3	 2.696191802e-06 	 2.015174525e-09 	 0.003445815277 	 2.696191802e-06
451422.8	 3	 2.695306843e-06 	 2.024987813e-09 	 0.00345080763 	 2.695306843e-06
451429.33	 3	 2.694575327e-06 	 2.034974443e-09 	 0.003456645408 	 2.694575327e-06
451435.86	 3	 2.708936898e-06 	 2.045115895e-09 	 0.003463066493 	 2.708936898e-06
451442.38	 3	 2.715145288e-06 	 2.055310651e-09 	 0.003467403776 	 2.715145288e-06
451448.9	 3	 2.717039505e-06 	 2.065615302e-09 	 0.003470685271 	 2.717039505e-06
451455.41	 3	 2.718113606e-06 	 2.075869319e-09 	 0.003474546161 	 2.718113606e-06
451461.92	 3	 2.720018207e-06 	 2.086095319e-09 	 0.003477885916 	 2.720018207e-06
451468.42	 3	 2.714959751e-06 	 2.096245142e-09 	 0.003480879913 	 2.714959751e-06
451474.92	 3	 2.706132155e-06 	 2.106319302e-09 	 0.003482939284 	 2.706132155e-06
451481.41	 3	 2.690709314e-06 	 2.116440221e-09 	 0.003484945796 	 2.690709314e-06
451487.9	 3	 2.695289785e-06 	 2.126826938e-09 	 0.003484955969 	 2.695289785e-06
451494.38	 3	 2.664389127e-06 	 2.137127167e-09 	 0.003484777049 	 2.664389127e-06
451500.86	 3	 2.67454011e-06 	 2.147263432e-09 	 0.003487531778 	 2.67454011e-06
451507.34	 3	 2.676864853e-06 	 2.159239956e-09 	 0.003486875638 	 2.676864853e-06
451513.81	 3	 2.664581219e-06 	 2.16960921e-09 	 0.003489490981 	 2.664581219e-06
451520.28	 3	 2.676520874e-06 	 2.179909479e-09 	 0.003492714149 	 2.676520874e-06
451526.74	 3	 2.681136412e-06 	 2.190146495e-09 	 0.00350052305 	 2.681136412e-06
451533.2	 3	 2.682095212e-06 	 2.200625457e-09 	 0.003512303023 	 2.682095212e-06
451539.65	 3	 2.681008645e-06 	 2.210959073e-09 	 0.003515810003 	 2.681008645e-06
451546.1	 3	 2.68062487e-06 	 2.221189913e-09 	 0.003520007097 	 2.68062487e-06
451552.55	 3	 2.679173953e-06 	 2.233066799e-09 	 0.003530265617 	 2.679173953e-06
451558.99	 3	 2.668959063e-06 	 2.243155809e-09 	 0.003534965871 	 2.668959063e-06
451565.43	 3	 2.655519945e-06 	 2.253262913e-09 	 0.003539936011 	 2.655519945e-06
451571.87	 3	 2.655209385e-06 	 2.263319487e-09 	 0.003544614357 	 2.655209385e-06
451578.3	 3	 2.641398969e-06 	 2.275513591e-09 	 0.003550742136 	 2.641398969e-06
451584.73	 3	 2.648361804e-06 	 2.285899883e-09 	 0.003553145482 	 2.648361804e-06
451591.15	 3	 2.643405428e-06 	 2.296117818e-09 	 0.003555550237 	 2.643405428e-06
451597.57	 3	 2.632564827e-06 	 2.306088986e-09 	 0.003557841138 	 2.632564827e-06
451603.99	 3	 2.635210895e-06 	 2.318037755e-09 	 0.0035609441 	 2.635210895e-06
451610.4	 3	 2.645288833e-06 	 2.327809761e-09 	 0.003562100223 	 2.645288833e-06
451616.81	 3	 2.643242874e-06 	 2.337524683e-09 	 0.003562322953 	 2.643242874e-06
451623.22	 3	 2.626762269e-06 	 2.348900452e-09 	 0.003563824653 	 2.626762269e-06
451629.63	 3	 2.640449197e-06 	 2.358589631e-09 	 0.003563561883 	 2.640449197e-06
451636.03	 3	 2.640061256e-06 	 2.368508537e-09 	 0.003562336498 	 2.640061256e-06
451642.43	 3	 2.631343953e-06 	 2.380325345e-09 	 0.003567677437 	 2.631343953e-06
451648.82	 3	 2.619110555e-06 	 2.390192653e-09 	 0.003571187946 	 2.619110555e-06
451655.21	 3	 2.614099665e-06 	 2.401413366e-09 	 0.003581674739 	 2.614099665e-06
451661.6	 3	 2.616399073e-06 	 2.410965749e-09 	 0.003589364374 	 2.616399073e-06
451667.99	 3	 2.621113795e-06 	 2.422191596e-09 	 0.003598975498 	 2.621113795e-06
451674.38	 3	 2.614452538e-06 	 2.431191216e-09 	 0.003603946489 	 2.614452538e-06
451680.76	 3	 2.603041831e-06 	 2.441911902e-09 	 0.003611342394 	 2.603041831e-06
451687.14	 3	 2.595426075e-06 	 2.451217482e-09 	 0.003616807202 	 2.595426075e-06
451693.52	 3	 2.606134935e-06 	 2.462242581e-09 	 0.003622712878 	 2.606134935e-06
451699.9	 3	 2.607607311e-06 	 2.471448775e-09 	 0.003626376366 	 2.607607311e-06
451706.27	 3	 2.601830867e-06 	 2.482349081e-09 	 0.003631856176 	 2.601830867e-06
451712.65	 3	 2.606846721e-06 	 2.493068872e-09 	 0.00363714209 	 2.606846721e-06
451719.02	 3	 2.603861814e-06 	 2.501699912e-09 	 0.003637771682 	 2.603861814e-06
451725.39	 3	 2.596411631e-06 	 2.512094798e-09 	 0.003641480127 	 2.596411631e-06
451731.76	 3	 2.587097242e-06 	 2.522229607e-09 	 0.003644400286 	 2.587097242e-06
451738.12	 3	 2.585808069e-06 	 2.530315159e-09 	 0.003643730069 	 2.585808069e-06
451744.49	 3	 2.587131816e-06 	 2.54067977e-09 	 0.003645444419 	 2.587131816e-06
451750.85	 3	 2.594698325e-06 	 2.550956032e-09 	 0.003648922447 	 2.594698325e-06
451757.22	 3	 2.587292533e-06 	 2.561089907e-09 	 0.003657551825 	 2.587292533e-06
451763.58	 3	 2.575329643e-06 	 2.56887242e-09 	 0.00366264406 	 2.575329643e-06
451769.94	 3	 2.566815254e-06 	 2.578663903e-09 	 0.0036669555 	 2.566815254e-06
451776.3	 3	 2.568771732e-06 	 2.588231504e-09 	 0.003671106675 	 2.568771732e-06
451782.66	 3	 2.575983676e-06 	 2.597577919e-09 	 0.003676799678 	 2.575983676e-06
451789.02	 3	 2.57667391e-06 	 2.606743623e-09 	 0.003680602698 	 2.57667391e-06
451795.38	 3	 2.568570717e-06 	 2.615844069e-09 	 0.003691015214 	 2.568570717e-06
451801.74	 3	 2.572113945e-06 	 2.625099224e-09 	 0.003696138278 	 2.572113945e-06
451808.1	 3	 2.568224182e-06 	 2.63432286e-09 	 0.003701644309 	 2.568224182e-06
451814.46	 3	 2.563422659e-06 	 2.643230684e-09 	 0.003708359637 	 2.563422659e-06
451820.82	 3	 2.558981576e-06 	 2.651873964e-09 	 0.003715220287 	 2.558981576e-06
451827.18	 3	 2.564031672e-06 	 2.660367593e-09 	 0.003719099052 	 2.564031672e-06
451833.54	 3	 2.5683491e-06 	 2.668757314e-09 	 0.003724031196 	 2.5683491e-06
451839.9	 3	 2.562120945e-06 	 2.676991796e-09 	 0.003725363714 	 2.562120945e-06
451846.26	 3	 2.551402415e-06 	 2.684987305e-09 	 0.003730140308 	 2.551402415e-06
451852.62	 3	 2.541226292e-06 	 2.693044597e-09 	 0.00373303592 	 2.541226292e-06
451858.98	 3	 2.524620997e-06 	 2.7007993e-09 	 0.003734024579 	 2.524620997e-06
451865.35	 3	 2.543325553e-06 	 2.710740936e-09 	 0.003743744496 	 2.543325553e-06
451871.71	 3	 2.552202384e-06 	 2.718378671e-09 	 0.003751958684 	 2.552202384e-06
451878.08	 3	 2.545142773e-06 	 2.725746939e-09 	 0.003758709915 	 2.545142773e-06
451884.44	 3	 2.54538811e-06 	 2.732834317e-09 	 0.003765550603 	 2.54538811e-06
451890.81	 3	 2.543467743e-06 	 2.74197973e-09 	 0.003774070642 	 2.543467743e-06
451897.18	 3	 2.541727886e-06 	 2.748820638e-09 	 0.003777875123 	 2.541727886e-06
451903.55	 3	 2.537961994e-06 	 2.75566268e-09 	 0.003781267186 	 2.537961994e-06
451909.93	 3	 2.545570982e-06 	 2.764403512e-09 	 0.003787722951 	 2.545570982e-06
451916.3	 3	 2.545576922e-06 	 2.770763982e-09 	 0.003789759216 	 2.545576922e-06
451922.68	 3	 2.538355078e-06 	 2.776931688e-09 	 0.003792033395 	 2.538355078e-06
451929.06	 3	 2.530100864e-06 	 2.785212792e-09 	 0.003797600379 	 2.530100864e-06
451935.44	 3	 2.523289971e-06 	 2.79105028e-09 	 0.003801815139 	 2.523289971e-06
451941.82	 3	 2.51310776e-06 	 2.796664923e-09 	 0.003807755158 	 2.51310776e-06
451948.2	 3	 2.510800709e-06 	 2.804305405e-09 	 0.003815787897 	 2.510800709e-06
451954.59	 3	 2.522179532e-06 	 2.809562233e-09 	 0.003819817095 	 2.522179532e-06
451960.97	 3	 2.524425848e-06 	 2.814805197e-09 	 0.003822652758 	 2.524425848e-06
451967.36	 3	 2.51343323e-06 	 2.822066825e-09 	 0.003826598862 	 2.51343323e-06
