time 	 inner iter. 	  errorU 	  errorpsi 	  errorj 	  error 
471860.18	 3	 2.714421299e-06 	 3.884776703e-09 	 0.004477805923 	 2.714421299e-06
471866.36	 3	 2.719822198e-06 	 3.896178307e-09 	 0.004483721923 	 2.719822198e-06
471872.54	 3	 2.723938329e-06 	 3.910154872e-09 	 0.004492007196 	 2.723938329e-06
471878.71	 3	 2.720261893e-06 	 3.920682451e-09 	 0.004495751457 	 2.720261893e-06
471884.88	 3	 2.723758444e-06 	 3.930851043e-09 	 0.004497136755 	 2.723758444e-06
471891.06	 3	 2.729910562e-06 	 3.94359525e-09 	 0.004500669776 	 2.729910562e-06
471897.22	 3	 2.729442985e-06 	 3.952983812e-09 	 0.004500150348 	 2.729442985e-06
471903.39	 3	 2.725507094e-06 	 3.964950131e-09 	 0.004500262508 	 2.725507094e-06
471909.55	 3	 2.724485788e-06 	 3.974528392e-09 	 0.004495490617 	 2.724485788e-06
471915.71	 3	 2.729620247e-06 	 3.986739856e-09 	 0.004492827393 	 2.729620247e-06
471921.87	 3	 2.732782719e-06 	 3.998586838e-09 	 0.004487913261 	 2.732782719e-06
471928.03	 3	 2.730541642e-06 	 4.006918752e-09 	 0.004483159365 	 2.730541642e-06
471934.19	 3	 2.729320933e-06 	 4.017958059e-09 	 0.004488432403 	 2.729320933e-06
471940.34	 3	 2.729405273e-06 	 4.02550403e-09 	 0.004485715102 	 2.729405273e-06
471946.49	 3	 2.730242388e-06 	 4.035722187e-09 	 0.004485629586 	 2.730242388e-06
471952.64	 3	 2.737422688e-06 	 4.042894867e-09 	 0.004486982312 	 2.737422688e-06
471958.78	 3	 2.740659181e-06 	 4.050191145e-09 	 0.004493023011 	 2.740659181e-06
471964.93	 3	 2.743661302e-06 	 4.060052236e-09 	 0.004501283704 	 2.743661302e-06
471971.06	 3	 2.731641671e-06 	 4.066378955e-09 	 0.004504347937 	 2.731641671e-06
471977.2	 3	 2.745522301e-06 	 4.075459513e-09 	 0.004509888302 	 2.745522301e-06
471983.34	 3	 2.747594334e-06 	 4.080750683e-09 	 0.004509729454 	 2.747594334e-06
471989.47	 3	 2.741743981e-06 	 4.085750936e-09 	 0.004510597035 	 2.741743981e-06
471995.59	 3	 2.737960434e-06 	 4.09370794e-09 	 0.004509288296 	 2.737960434e-06
472001.72	 3	 2.734008925e-06 	 4.098640072e-09 	 0.004503476057 	 2.734008925e-06
472007.84	 3	 2.738958363e-06 	 4.106238514e-09 	 0.004500869095 	 2.738958363e-06
472013.96	 3	 2.740018321e-06 	 4.110190388e-09 	 0.004493281309 	 2.740018321e-06
472020.08	 3	 2.735607678e-06 	 4.116727944e-09 	 0.004492625571 	 2.735607678e-06
472026.2	 3	 2.736847657e-06 	 4.122781876e-09 	 0.004497063041 	 2.736847657e-06
472032.32	 3	 2.738314888e-06 	 4.125117904e-09 	 0.004494829473 	 2.738314888e-06
472038.43	 3	 2.747380785e-06 	 4.130189175e-09 	 0.004493422171 	 2.747380785e-06
472044.54	 3	 2.752363238e-06 	 4.132333278e-09 	 0.004489102627 	 2.752363238e-06
472050.65	 3	 2.757337421e-06 	 4.137061945e-09 	 0.004489249969 	 2.757337421e-06
472056.76	 3	 2.757666197e-06 	 4.141213858e-09 	 0.004496394324 	 2.757666197e-06
472062.87	 3	 2.756977705e-06 	 4.141610314e-09 	 0.004499989033 	 2.756977705e-06
472068.97	 3	 2.758863068e-06 	 4.144605485e-09 	 0.004505735092 	 2.758863068e-06
472075.08	 3	 2.757017614e-06 	 4.147000394e-09 	 0.004509489033 	 2.757017614e-06
472081.18	 3	 2.754984699e-06 	 4.148826925e-09 	 0.004510956073 	 2.754984699e-06
472087.29	 3	 2.74973941e-06 	 4.150173288e-09 	 0.004510871958 	 2.74973941e-06
472093.39	 3	 2.746527614e-06 	 4.147734181e-09 	 0.004508094074 	 2.746527614e-06
472099.49	 3	 2.750037132e-06 	 4.148529306e-09 	 0.004502686391 	 2.750037132e-06
472105.59	 3	 2.752235334e-06 	 4.14859147e-09 	 0.004496378854 	 2.752235334e-06
472111.69	 3	 2.747579791e-06 	 4.148133603e-09 	 0.00450087745 	 2.747579791e-06
472117.79	 3	 2.749448213e-06 	 4.14693066e-09 	 0.00450226008 	 2.749448213e-06
472123.89	 3	 2.760046835e-06 	 4.14517979e-09 	 0.00450233786 	 2.760046835e-06
472130	 3	 2.768315425e-06 	 4.142819535e-09 	 0.004500845543 	 2.768315425e-06
472136.1	 3	 2.774489034e-06 	 4.139863968e-09 	 0.00449841473 	 2.774489034e-06
472142.2	 3	 2.777876188e-06 	 4.136622746e-09 	 0.004493828146 	 2.777876188e-06
472148.3	 3	 2.773116997e-06 	 4.132768915e-09 	 0.004490121258 	 2.773116997e-06
472154.4	 3	 2.776955889e-06 	 4.128455953e-09 	 0.004496015899 	 2.776955889e-06
472160.5	 3	 2.779120269e-06 	 4.123498362e-09 	 0.004501220652 	 2.779120269e-06
472166.6	 3	 2.775127022e-06 	 4.117827214e-09 	 0.004505133324 	 2.775127022e-06
472172.7	 3	 2.770828837e-06 	 4.111612463e-09 	 0.004506363692 	 2.770828837e-06
472178.8	 3	 2.764230529e-06 	 4.10462992e-09 	 0.00450546973 	 2.764230529e-06
472184.9	 3	 2.766191817e-06 	 4.097159519e-09 	 0.004503905639 	 2.766191817e-06
472191	 3	 2.767406329e-06 	 4.089167531e-09 	 0.004499957071 	 2.767406329e-06
472197.11	 3	 2.774543723e-06 	 4.083612166e-09 	 0.004497737252 	 2.774543723e-06
472203.21	 3	 2.778840199e-06 	 4.07436356e-09 	 0.004501295159 	 2.778840199e-06
472209.32	 3	 2.773692196e-06 	 4.064496085e-09 	 0.004503337858 	 2.773692196e-06
472215.43	 3	 2.785652153e-06 	 4.054130181e-09 	 0.004502525467 	 2.785652153e-06
472221.53	 3	 2.793188725e-06 	 4.043363316e-09 	 0.004500010028 	 2.793188725e-06
472227.64	 3	 2.800151713e-06 	 4.03524382e-09 	 0.004500018353 	 2.800151713e-06
472233.75	 3	 2.803025121e-06 	 4.023430521e-09 	 0.0044939152 	 2.803025121e-06
472239.86	 3	 2.792962823e-06 	 4.011074457e-09 	 0.004486586449 	 2.792962823e-06
472245.98	 3	 2.802583134e-06 	 4.001480784e-09 	 0.004485625718 	 2.802583134e-06
472252.09	 3	 2.802112618e-06 	 3.988243771e-09 	 0.004489696271 	 2.802112618e-06
472258.21	 3	 2.796340788e-06 	 3.974426319e-09 	 0.004492017944 	 2.796340788e-06
472264.33	 3	 2.793444745e-06 	 3.963488315e-09 	 0.004497660829 	 2.793444745e-06
472270.45	 3	 2.79886117e-06 	 3.94872964e-09 	 0.004495582765 	 2.79886117e-06
472276.57	 3	 2.791129445e-06 	 3.936618037e-09 	 0.004497066703 	 2.791129445e-06
472282.7	 3	 2.803446183e-06 	 3.921055041e-09 	 0.004493000938 	 2.803446183e-06
472288.83	 3	 2.810838551e-06 	 3.908033232e-09 	 0.004493510292 	 2.810838551e-06
472294.96	 3	 2.806853577e-06 	 3.891270305e-09 	 0.004491609222 	 2.806853577e-06
472301.09	 3	 2.806847976e-06 	 3.877510945e-09 	 0.004500073206 	 2.806847976e-06
472307.23	 3	 2.818108365e-06 	 3.860033226e-09 	 0.004499453787 	 2.818108365e-06
472313.36	 3	 2.826277408e-06 	 3.845248883e-09 	 0.004498337233 	 2.826277408e-06
472319.51	 3	 2.83419746e-06 	 3.829927208e-09 	 0.004496758302 	 2.83419746e-06
472325.65	 3	 2.828807317e-06 	 3.811159471e-09 	 0.004490029589 	 2.828807317e-06
472331.8	 3	 2.831813529e-06 	 3.795185571e-09 	 0.004483965535 	 2.831813529e-06
472337.96	 3	 2.834938169e-06 	 3.778664663e-09 	 0.004477955753 	 2.834938169e-06
472344.11	 3	 2.828326918e-06 	 3.758670553e-09 	 0.004475142716 	 2.828326918e-06
472350.27	 3	 2.829192092e-06 	 3.741372835e-09 	 0.004480796205 	 2.829192092e-06
472356.43	 3	 2.83685108e-06 	 3.723652895e-09 	 0.004486133107 	 2.83685108e-06
472362.6	 3	 2.833694483e-06 	 3.705668247e-09 	 0.004487350078 	 2.833694483e-06
472368.77	 3	 2.842002065e-06 	 3.684117678e-09 	 0.004484366434 	 2.842002065e-06
472374.95	 3	 2.845828517e-06 	 3.665294174e-09 	 0.00448279458 	 2.845828517e-06
472381.13	 4	 2.844733573e-06 	 3.643930421e-09 	 0.004492057578 	 2.844733573e-06
472387.31	 4	 2.84386293e-06 	 3.62673497e-09 	 0.004492087185 	 2.84386293e-06
472393.5	 4	 2.845767843e-06 	 3.606739036e-09 	 0.00449522987 	 2.845767843e-06
472399.69	 4	 2.861907375e-06 	 3.586351881e-09 	 0.004496548435 	 2.861907375e-06
472405.89	 4	 2.868218676e-06 	 3.565815741e-09 	 0.004495572142 	 2.868218676e-06
472412.1	 4	 2.87013453e-06 	 3.544902383e-09 	 0.004493228635 	 2.87013453e-06
472418.31	 4	 2.864543132e-06 	 3.523588522e-09 	 0.004488770294 	 2.864543132e-06
472424.52	 4	 2.870870656e-06 	 3.501847942e-09 	 0.004482884285 	 2.870870656e-06
472430.74	 4	 2.870051253e-06 	 3.479909754e-09 	 0.004474707666 	 2.870051253e-06
472436.97	 4	 2.873398092e-06 	 3.457799684e-09 	 0.004467014853 	 2.873398092e-06
472443.2	 4	 2.881044596e-06 	 3.43530633e-09 	 0.004471730744 	 2.881044596e-06
472449.43	 4	 2.87826758e-06 	 3.41234466e-09 	 0.004476123674 	 2.87826758e-06
472455.68	 4	 2.888719483e-06 	 3.392032858e-09 	 0.004481303006 	 2.888719483e-06
472461.93	 4	 2.89268086e-06 	 3.36851481e-09 	 0.004481108761 	 2.89268086e-06
472468.18	 4	 2.89009099e-06 	 3.344938723e-09 	 0.004485448129 	 2.89009099e-06
472474.44	 4	 2.884969852e-06 	 3.321074161e-09 	 0.004490763539 	 2.884969852e-06
472480.71	 4	 2.889121011e-06 	 3.299586484e-09 	 0.004498790356 	 2.889121011e-06
472486.99	 4	 2.901983915e-06 	 3.275035729e-09 	 0.004500050372 	 2.901983915e-06
472493.27	 4	 2.909121795e-06 	 3.250199709e-09 	 0.004502153718 	 2.909121795e-06
472499.56	 4	 2.912872582e-06 	 3.225268864e-09 	 0.004498840013 	 2.912872582e-06
472505.86	 4	 2.903518025e-06 	 3.202777382e-09 	 0.004498483987 	 2.903518025e-06
472512.16	 4	 2.91250082e-06 	 3.177350199e-09 	 0.004493536565 	 2.91250082e-06
472518.47	 4	 2.91934822e-06 	 3.15435247e-09 	 0.004489429098 	 2.91934822e-06
472524.79	 4	 2.928310674e-06 	 3.128261694e-09 	 0.004479979148 	 2.928310674e-06
472531.12	 4	 2.936324579e-06 	 3.101973802e-09 	 0.004467763879 	 2.936324579e-06
472537.45	 4	 2.925063089e-06 	 3.078334753e-09 	 0.004476365849 	 2.925063089e-06
472543.79	 4	 2.939939347e-06 	 3.051914398e-09 	 0.004479721147 	 2.939939347e-06
472550.14	 4	 2.946836031e-06 	 3.02763327e-09 	 0.004484662009 	 2.946836031e-06
472556.5	 4	 2.941214461e-06 	 3.000584428e-09 	 0.004489884339 	 2.941214461e-06
472562.87	 4	 2.936872023e-06 	 2.975944881e-09 	 0.004499115871 	 2.936872023e-06
472569.25	 4	 2.934285483e-06 	 2.950891409e-09 	 0.004508221011 	 2.934285483e-06
472575.63	 4	 2.95145912e-06 	 2.923327251e-09 	 0.004511787621 	 2.95145912e-06
472582.02	 4	 2.96303714e-06 	 2.898031471e-09 	 0.00451693233 	 2.96303714e-06
472588.42	 4	 2.965599385e-06 	 2.869929999e-09 	 0.004513770995 	 2.965599385e-06
472594.84	 4	 2.95904596e-06 	 2.843981822e-09 	 0.00451524251 	 2.95904596e-06
472601.26	 4	 2.969350735e-06 	 2.817989488e-09 	 0.00451378426 	 2.969350735e-06
472607.69	 4	 2.978863695e-06 	 2.789321251e-09 	 0.004506386761 	 2.978863695e-06
472614.13	 4	 2.991424528e-06 	 2.76278051e-09 	 0.00450062145 	 2.991424528e-06
472620.58	 4	 2.995229414e-06 	 2.736031812e-09 	 0.004493034814 	 2.995229414e-06
472627.04	 4	 2.999477399e-06 	 2.709144818e-09 	 0.004488607055 	 2.999477399e-06
472633.51	 4	 3.00456421e-06 	 2.682395357e-09 	 0.004495500448 	 3.00456421e-06
472639.99	 4	 3.00203398e-06 	 2.652881706e-09 	 0.004497412604 	 3.00203398e-06
472646.48	 4	 2.997450609e-06 	 2.625692121e-09 	 0.004509592186 	 2.997450609e-06
472652.98	 4	 2.992591882e-06 	 2.598860124e-09 	 0.004520425636 	 2.992591882e-06
472659.5	 4	 2.998226141e-06 	 2.572389507e-09 	 0.004529717159 	 2.998226141e-06
472666.02	 4	 3.014911124e-06 	 2.545350056e-09 	 0.004535965787 	 3.014911124e-06
472672.56	 4	 3.025965989e-06 	 2.516317891e-09 	 0.004540937521 	 3.025965989e-06
472679.11	 4	 3.029215063e-06 	 2.489050912e-09 	 0.004545093641 	 3.029215063e-06
472685.67	 4	 3.030058498e-06 	 2.461305893e-09 	 0.004545090982 	 3.030058498e-06
472692.24	 4	 3.042040981e-06 	 2.433299254e-09 	 0.004544414429 	 3.042040981e-06
472698.82	 4	 3.054393514e-06 	 2.404684166e-09 	 0.004541703198 	 3.054393514e-06
472705.42	 4	 3.060942027e-06 	 2.375571651e-09 	 0.004535280449 	 3.060942027e-06
472712.02	 4	 3.058655749e-06 	 2.346430017e-09 	 0.004529138711 	 3.058655749e-06
472718.64	 4	 3.06870168e-06 	 2.318221676e-09 	 0.004526925962 	 3.06870168e-06
472725.27	 4	 3.069935614e-06 	 2.288484627e-09 	 0.004523958111 	 3.069935614e-06
472731.92	 4	 3.065571728e-06 	 2.258989903e-09 	 0.00453359097 	 3.065571728e-06
472738.57	 4	 3.060112454e-06 	 2.22933111e-09 	 0.004546803582 	 3.060112454e-06
472745.24	 4	 3.068252698e-06 	 2.19919372e-09 	 0.004558389739 	 3.068252698e-06
472751.92	 4	 3.077674955e-06 	 2.169207642e-09 	 0.004566907991 	 3.077674955e-06
472758.61	 4	 3.08825009e-06 	 2.139166756e-09 	 0.004573118226 	 3.08825009e-06
472765.32	 4	 3.09457808e-06 	 2.106500208e-09 	 0.004578304055 	 3.09457808e-06
472772.04	 4	 3.093079965e-06 	 2.079141465e-09 	 0.004585617535 	 3.093079965e-06
472778.78	 4	 3.114209097e-06 	 2.048108333e-09 	 0.004588780395 	 3.114209097e-06
472785.53	 4	 3.126122628e-06 	 2.019431983e-09 	 0.004586037694 	 3.126122628e-06
472792.29	 4	 3.131630922e-06 	 1.987342359e-09 	 0.004580397696 	 3.131630922e-06
472799.06	 4	 3.131945096e-06 	 1.955210027e-09 	 0.004573552251 	 3.131945096e-06
472805.86	 4	 3.141873485e-06 	 1.882391598e-09 	 0.004566974691 	 3.141873485e-06
472812.66	 4	 3.141256685e-06 	 1.934758812e-09 	 0.004585866701 	 3.141256685e-06
472819.48	 4	 3.135620874e-06 	 1.82164801e-09 	 0.004560798708 	 3.135620874e-06
472826.31	 4	 3.14003559e-06 	 1.827265635e-09 	 0.004583820758 	 3.14003559e-06
472833.17	 4	 3.142460502e-06 	 1.80254948e-09 	 0.004601941968 	 3.142460502e-06
472840.03	 4	 3.151819255e-06 	 1.768391776e-09 	 0.004613238974 	 3.151819255e-06
472846.91	 4	 3.161968203e-06 	 1.728756897e-09 	 0.004620872909 	 3.161968203e-06
472853.81	 4	 3.171994332e-06 	 1.705147183e-09 	 0.004633859876 	 3.171994332e-06
472860.72	 4	 3.177293771e-06 	 1.66790535e-09 	 0.004635825335 	 3.177293771e-06
472867.64	 4	 3.194389104e-06 	 1.651459011e-09 	 0.00464173495 	 3.194389104e-06
472874.59	 4	 3.207278459e-06 	 1.63521877e-09 	 0.004640489381 	 3.207278459e-06
472881.55	 4	 3.206130255e-06 	 1.574113222e-09 	 0.004635914183 	 3.206130255e-06
472888.52	 3	 3.213781442e-06 	 1.538757385e-09 	 0.004635471062 	 3.213781442e-06
472895.51	 3	 3.218972809e-06 	 1.506968771e-09 	 0.004639597469 	 3.218972809e-06
472902.52	 3	 3.215545979e-06 	 1.479185799e-09 	 0.004639949812 	 3.215545979e-06
472909.54	 3	 3.212285168e-06 	 1.442926222e-09 	 0.004640919244 	 3.212285168e-06
472916.59	 3	 3.221996555e-06 	 1.411587156e-09 	 0.004637446107 	 3.221996555e-06
472923.64	 3	 3.227351462e-06 	 1.376404028e-09 	 0.004656920245 	 3.227351462e-06
472930.72	 3	 3.235034964e-06 	 1.318015988e-09 	 0.004669875896 	 3.235034964e-06
472937.81	 3	 3.244339667e-06 	 1.312014318e-09 	 0.004686080521 	 3.244339667e-06
472944.92	 3	 3.255353062e-06 	 1.29323233e-09 	 0.004696321114 	 3.255353062e-06
472952.05	 3	 3.270453404e-06 	 1.269900461e-09 	 0.004703544759 	 3.270453404e-06
472959.19	 3	 3.285587836e-06 	 1.240448817e-09 	 0.0047147339 	 3.285587836e-06
472966.36	 3	 3.288702693e-06 	 1.146774456e-09 	 0.004697859004 	 3.288702693e-06
472973.54	 3	 3.295729906e-06 	 1.149614592e-09 	 0.004708383264 	 3.295729906e-06
472980.74	 3	 3.2976591e-06 	 1.111618525e-09 	 0.004705198447 	 3.2976591e-06
472987.96	 3	 3.296738014e-06 	 1.079970072e-09 	 0.004715617262 	 3.296738014e-06
472995.2	 3	 3.301034607e-06 	 1.048103432e-09 	 0.004711260437 	 3.301034607e-06
473002.46	 3	 3.304981296e-06 	 1.051413757e-09 	 0.004717985659 	 3.304981296e-06
473009.73	 3	 3.312596849e-06 	 1.09136594e-09 	 0.004716478665 	 3.312596849e-06
473017.03	 3	 3.31175649e-06 	 1.086295502e-09 	 0.004737773458 	 3.31175649e-06
473024.34	 3	 3.325238175e-06 	 1.104812081e-09 	 0.004751327812 	 3.325238175e-06
473031.67	 3	 3.341376534e-06 	 1.124759169e-09 	 0.004766681037 	 3.341376534e-06
473039.02	 3	 3.35564907e-06 	 1.143223419e-09 	 0.00477282798 	 3.35564907e-06
473046.4	 3	 3.370174682e-06 	 1.162503922e-09 	 0.0047826289 	 3.370174682e-06
473053.79	 3	 3.370057084e-06 	 1.180175626e-09 	 0.004779627955 	 3.370057084e-06
473061.2	 3	 3.379692881e-06 	 1.201011073e-09 	 0.004786047909 	 3.379692881e-06
473068.63	 3	 3.380073173e-06 	 1.220216962e-09 	 0.004790842201 	 3.380073173e-06
473076.06	 3	 3.370985199e-06 	 1.236632137e-09 	 0.004781559998 	 3.370985199e-06
473083.48	 3	 3.365338338e-06 	 1.251065924e-09 	 0.004763625107 	 3.365338338e-06
473090.89	 3	 3.35721927e-06 	 1.264973097e-09 	 0.004744067192 	 3.35721927e-06
473098.29	 3	 3.340634698e-06 	 1.27760259e-09 	 0.00472254688 	 3.340634698e-06
473105.68	 3	 3.335359058e-06 	 1.291109301e-09 	 0.004724051654 	 3.335359058e-06
473113.06	 3	 3.339581074e-06 	 1.304215812e-09 	 0.004723414916 	 3.339581074e-06
473120.44	 3	 3.338213384e-06 	 1.316630281e-09 	 0.004720153714 	 3.338213384e-06
473127.8	 3	 3.34213464e-06 	 1.328854687e-09 	 0.004712934449 	 3.34213464e-06
473135.16	 3	 3.339478537e-06 	 1.340333276e-09 	 0.004703213131 	 3.339478537e-06
473142.51	 3	 3.324944292e-06 	 1.352426642e-09 	 0.004691059085 	 3.324944292e-06
473149.85	 3	 3.320173681e-06 	 1.365065808e-09 	 0.004681758739 	 3.320173681e-06
473157.19	 3	 3.308959184e-06 	 1.375030884e-09 	 0.004671379388 	 3.308959184e-06
473164.51	 3	 3.301174397e-06 	 1.39085188e-09 	 0.004654054144 	 3.301174397e-06
473171.83	 3	 3.293941789e-06 	 1.400341271e-09 	 0.00463885381 	 3.293941789e-06
473179.14	 3	 3.285482223e-06 	 1.410949946e-09 	 0.004618610189 	 3.285482223e-06
473186.44	 3	 3.275252868e-06 	 1.420864911e-09 	 0.004595975819 	 3.275252868e-06
473193.74	 3	 3.27112151e-06 	 1.430752085e-09 	 0.004596852967 	 3.27112151e-06
473201.03	 3	 3.275748259e-06 	 1.440387717e-09 	 0.00459790766 	 3.275748259e-06
473208.31	 3	 3.271298617e-06 	 1.449532287e-09 	 0.004596926169 	 3.271298617e-06
473215.58	 3	 3.274981541e-06 	 1.463745249e-09 	 0.004591815442 	 3.274981541e-06
473222.84	 3	 3.27044275e-06 	 1.477593353e-09 	 0.004583868746 	 3.27044275e-06
473230.1	 3	 3.258543518e-06 	 1.490886187e-09 	 0.004573148799 	 3.258543518e-06
473237.35	 3	 3.25116644e-06 	 1.503688745e-09 	 0.004565262735 	 3.25116644e-06
473244.59	 3	 3.240520114e-06 	 1.515932796e-09 	 0.004555515644 	 3.240520114e-06
473251.82	 3	 3.233759595e-06 	 1.527607667e-09 	 0.004545174797 	 3.233759595e-06
473259.04	 3	 3.224613264e-06 	 1.538827223e-09 	 0.004531576247 	 3.224613264e-06
473266.26	 3	 3.211171079e-06 	 1.549328034e-09 	 0.004513150962 	 3.211171079e-06
473273.47	 3	 3.207449917e-06 	 1.559338568e-09 	 0.004492195592 	 3.207449917e-06
473280.67	 3	 3.203489805e-06 	 1.570275503e-09 	 0.004482130444 	 3.203489805e-06
473287.87	 3	 3.209807026e-06 	 1.580794632e-09 	 0.004484112434 	 3.209807026e-06
473295.05	 3	 3.206759723e-06 	 1.590791152e-09 	 0.004484410136 	 3.206759723e-06
473302.23	 3	 3.206209329e-06 	 1.600270009e-09 	 0.004481725956 	 3.206209329e-06
473309.4	 3	 3.1992605e-06 	 1.609247316e-09 	 0.004475906385 	 3.1992605e-06
473316.57	 3	 3.188774817e-06 	 1.618419696e-09 	 0.004469438069 	 3.188774817e-06
473323.72	 3	 3.18125341e-06 	 1.626227515e-09 	 0.004463473754 	 3.18125341e-06
473330.87	 3	 3.170215335e-06 	 1.635738616e-09 	 0.004457169032 	 3.170215335e-06
473338.01	 3	 3.163622103e-06 	 1.64475114e-09 	 0.004448287346 	 3.163622103e-06
473345.14	 3	 3.154300805e-06 	 1.653114083e-09 	 0.004436340051 	 3.154300805e-06
473352.28	 3	 3.142247363e-06 	 1.662811665e-09 	 0.004425268711 	 3.142247363e-06
473359.4	 3	 3.139716523e-06 	 1.670372293e-09 	 0.004407036368 	 3.139716523e-06
473366.52	 3	 3.143084993e-06 	 1.677574563e-09 	 0.004386027339 	 3.143084993e-06
473373.63	 3	 3.156138995e-06 	 1.684291634e-09 	 0.00438510362 	 3.156138995e-06
473380.73	 3	 3.147783415e-06 	 1.690515046e-09 	 0.004387133002 	 3.147783415e-06
473387.83	 3	 3.138550155e-06 	 1.696284864e-09 	 0.004387610305 	 3.138550155e-06
473394.91	 3	 3.132703316e-06 	 1.701758697e-09 	 0.004384105325 	 3.132703316e-06
473401.99	 3	 3.121596688e-06 	 1.706787345e-09 	 0.004379679351 	 3.121596688e-06
473409.06	 3	 3.115208524e-06 	 1.711354631e-09 	 0.00437805465 	 3.115208524e-06
473416.14	 3	 3.115241532e-06 	 1.717387322e-09 	 0.004377528126 	 3.115241532e-06
473423.2	 3	 3.104765455e-06 	 1.721188754e-09 	 0.004370473941 	 3.104765455e-06
473430.26	 3	 3.090952437e-06 	 1.724954226e-09 	 0.004360350655 	 3.090952437e-06
473437.31	 3	 3.075543235e-06 	 1.728472581e-09 	 0.004349490545 	 3.075543235e-06
473444.35	 3	 3.071796708e-06 	 1.731658545e-09 	 0.004332708833 	 3.071796708e-06
473451.38	 3	 3.07326889e-06 	 1.734392303e-09 	 0.004314336586 	 3.07326889e-06
473458.41	 3	 3.082393033e-06 	 1.738608692e-09 	 0.004298526657 	 3.082393033e-06
473465.44	 3	 3.082917657e-06 	 1.740776837e-09 	 0.004303922253 	 3.082917657e-06
473472.46	 3	 3.065062601e-06 	 1.742540055e-09 	 0.004306722238 	 3.065062601e-06
473479.47	 3	 3.068967888e-06 	 1.743930253e-09 	 0.004306061843 	 3.068967888e-06
473486.48	 3	 3.060090014e-06 	 1.744921842e-09 	 0.004303066788 	 3.060090014e-06
473493.47	 3	 3.053499073e-06 	 1.745678857e-09 	 0.004302672141 	 3.053499073e-06
473500.47	 3	 3.056228425e-06 	 1.748066897e-09 	 0.004305769598 	 3.056228425e-06
473507.46	 3	 3.044335025e-06 	 1.748223696e-09 	 0.004301061711 	 3.044335025e-06
473514.44	 3	 3.027182774e-06 	 1.748045144e-09 	 0.004293340573 	 3.027182774e-06
473521.41	 3	 3.020048485e-06 	 1.747609457e-09 	 0.004282866392 	 3.020048485e-06
473528.38	 3	 3.006144037e-06 	 1.746949203e-09 	 0.00427689941 	 3.006144037e-06
473535.34	 3	 3.011557802e-06 	 1.748149499e-09 	 0.004275075435 	 3.011557802e-06
473542.3	 3	 3.017279735e-06 	 1.747474003e-09 	 0.004271074973 	 3.017279735e-06
473549.25	 3	 3.020388491e-06 	 1.746535585e-09 	 0.004268892378 	 3.020388491e-06
473556.2	 3	 3.013487618e-06 	 1.745306256e-09 	 0.004262984286 	 3.013487618e-06
473563.14	 3	 3.009554909e-06 	 1.745780388e-09 	 0.004263228485 	 3.009554909e-06
473570.08	 3	 2.994016291e-06 	 1.744277262e-09 	 0.004268370691 	 2.994016291e-06
473577.01	 3	 2.993910112e-06 	 1.742599759e-09 	 0.004271871568 	 2.993910112e-06
473583.93	 3	 2.991741075e-06 	 1.740573518e-09 	 0.004274318347 	 2.991741075e-06
473590.85	 3	 2.980496063e-06 	 1.740308918e-09 	 0.004280509917 	 2.980496063e-06
473597.76	 3	 2.976340179e-06 	 1.738156296e-09 	 0.004282032248 	 2.976340179e-06
473604.67	 3	 2.960216899e-06 	 1.735893797e-09 	 0.004282008387 	 2.960216899e-06
473611.58	 3	 2.947665196e-06 	 1.735274505e-09 	 0.004284951126 	 2.947665196e-06
473618.47	 3	 2.949467025e-06 	 1.732684323e-09 	 0.004282468874 	 2.949467025e-06
473625.37	 3	 2.954126597e-06 	 1.730076733e-09 	 0.004278653068 	 2.954126597e-06
473632.25	 3	 2.956983401e-06 	 1.727404369e-09 	 0.004273599425 	 2.956983401e-06
473639.13	 3	 2.966932432e-06 	 1.726776639e-09 	 0.004269975076 	 2.966932432e-06
473646.01	 3	 2.945978545e-06 	 1.724561263e-09 	 0.004261222112 	 2.945978545e-06
473652.88	 3	 2.942649778e-06 	 1.722230917e-09 	 0.004252309797 	 2.942649778e-06
473659.75	 3	 2.937183819e-06 	 1.721826079e-09 	 0.004258017809 	 2.937183819e-06
473666.61	 3	 2.930621283e-06 	 1.719483834e-09 	 0.004263730363 	 2.930621283e-06
473673.47	 3	 2.928092624e-06 	 1.717232075e-09 	 0.00426800143 	 2.928092624e-06
473680.32	 3	 2.915359027e-06 	 1.716929603e-09 	 0.004275527423 	 2.915359027e-06
473687.17	 3	 2.907642712e-06 	 1.71481336e-09 	 0.004277477084 	 2.907642712e-06
473694.01	 3	 2.894959357e-06 	 1.712787754e-09 	 0.004278185687 	 2.894959357e-06
473700.85	 3	 2.88925385e-06 	 1.712657998e-09 	 0.004281771007 	 2.88925385e-06
473707.68	 3	 2.89404952e-06 	 1.710773811e-09 	 0.004279824089 	 2.89404952e-06
473714.5	 3	 2.897053133e-06 	 1.709176554e-09 	 0.004277231933 	 2.897053133e-06
473721.33	 3	 2.900565882e-06 	 1.709488207e-09 	 0.004277930929 	 2.900565882e-06
473728.14	 3	 2.907238272e-06 	 1.708271101e-09 	 0.004274147368 	 2.907238272e-06
473734.95	 3	 2.885517186e-06 	 1.707729093e-09 	 0.004268581057 	 2.885517186e-06
473741.76	 3	 2.877678947e-06 	 1.709148223e-09 	 0.004266289331 	 2.877678947e-06
473748.57	 3	 2.87677266e-06 	 1.709026244e-09 	 0.004259732622 	 2.87677266e-06
