# Time	Cd	Cl	Cm
61053.91878	1.966816217	0.2235276952	-9.735740276
61059.62946	1.96689587	0.2241162631	-9.736134557
61065.33187	1.966998685	0.2248791339	-9.73664349
61071.02604	1.967016075	0.2253981352	-9.736729571
61076.71196	1.967057006	0.2260477761	-9.73693218
61082.38966	1.967054957	0.2266579921	-9.736922037
61088.06736	1.96705259	0.2275392327	-9.736910322
61093.73682	1.96717676	0.2282611207	-9.737524963
61099.39808	1.96734041	0.2286994021	-9.73833503
61105.05112	1.967561918	0.2289010947	-9.739431495
61110.69598	1.967540018	0.229577901	-9.739323091
61116.34083	1.967611811	0.2301393122	-9.739678467
61121.97749	1.967708413	0.2305576361	-9.740156643
61127.60597	1.967784086	0.2309330836	-9.740531227
61133.22628	1.967820112	0.2317365314	-9.740709554
61138.83843	1.96788136	0.232430802	-9.741012731
61144.45059	1.967893223	0.2327873843	-9.741071454
61150.05458	1.967924632	0.2332228751	-9.741226929
61155.65043	1.968158206	0.2336623403	-9.742383118
61161.23815	1.968244763	0.2342539146	-9.742811575
61166.81775	1.968247172	0.2346960119	-9.742823502
61172.39734	1.968345149	0.2351840866	-9.743308489
61177.96882	1.96843515	0.2355504907	-9.743753991
61183.53218	1.968464851	0.2364665911	-9.743901013
61189.08745	1.968398178	0.2366009307	-9.743570979
61194.64271	1.968508825	0.2369994802	-9.744118683
61200.18988	1.968488323	0.2371721005	-9.744017201
61205.72896	1.968605193	0.2375640284	-9.744595705
61211.25997	1.968804032	0.2382127896	-9.745579956
61216.79098	1.968880472	0.2386000087	-9.745958337
61222.31391	1.969145047	0.2389872018	-9.747267981
61227.82878	1.969013822	0.2392579359	-9.746618418
61233.3356	1.969024765	0.2399618348	-9.746672587
61238.84242	1.968975319	0.240099377	-9.746427828
61244.34119	1.969208692	0.2402614623	-9.747583024
61249.83192	1.969214837	0.2405944625	-9.747613444
61255.31462	1.969275939	0.2410319025	-9.747915897
61260.79732	1.969220407	0.2409907799	-9.747641015
61266.272	1.969249048	0.241248195	-9.747782788
61271.73865	1.969079937	0.2413619102	-9.746945687
61277.20531	1.969282213	0.2418262185	-9.747946955
61282.66396	1.969304842	0.2421769216	-9.74805897
61288.1146	1.969440542	0.2428261262	-9.748730684
61293.56523	1.969520517	0.2425715276	-9.749126562
61299.00787	1.96944494	0.2426596785	-9.748752451
61304.44251	1.969515548	0.242962802	-9.749101962
61309.87716	1.969660134	0.2431050582	-9.749817662
61315.30381	1.969829836	0.2433231987	-9.75065769
61320.72248	1.969620364	0.243273487	-9.749620804
61326.14115	1.969879126	0.243576017	-9.750901672
61331.55184	1.970068291	0.2437486199	-9.751838041
61336.95456	1.969981269	0.2439038981	-9.751407284
61342.35728	1.970003694	0.2440331186	-9.751518283
61347.75204	1.970211936	0.2442919899	-9.752549084
61353.13883	1.970162752	0.2444728771	-9.752305624
61358.52563	1.970132234	0.2445633889	-9.752154557
61363.90447	1.970225553	0.2446079205	-9.752616487
61369.27536	1.970151799	0.2447562237	-9.752251405
61374.64626	1.970118213	0.244915423	-9.752085154
61380.00921	1.970313922	0.2450697029	-9.753053913
61385.36422	1.970408878	0.244948536	-9.753523946
61390.71924	1.970482626	0.2451482857	-9.753888997
61396.06632	1.970456955	0.2449380291	-9.753761929
61401.40548	1.970548923	0.2450371855	-9.754217167
61406.74464	1.97067323	0.2452409547	-9.754832488
61412.07588	1.970727799	0.2449191224	-9.755102604
61417.40712	1.97068529	0.2449915448	-9.754892185
61422.73044	1.97082854	0.2451510498	-9.755601273
61428.04585	1.970787829	0.2452140972	-9.755399753
61433.36126	1.970996915	0.2451537161	-9.756434728
61438.66876	1.970955318	0.2450403651	-9.756228823
61443.97625	1.971028039	0.2449571442	-9.756588794
61449.27584	1.970979603	0.2449406042	-9.756349034
61454.56753	1.97093171	0.2448732545	-9.756111964
61459.85922	1.971000737	0.2447335889	-9.75645365
61465.14301	1.970894328	0.2449289373	-9.755926924
61470.42681	1.970934987	0.24513404	-9.756128188
61475.7027	1.971030931	0.2445358162	-9.756603107
61480.97859	1.971121694	0.2445018761	-9.757052384
61486.24659	1.971216762	0.2443457457	-9.757522971
61491.51459	1.971189223	0.2442371436	-9.757386656
61496.77469	1.971239519	0.244092671	-9.757635618
61502.03478	1.971335168	0.2439208723	-9.75810908
61507.28698	1.97119431	0.2437012965	-9.757411834
61512.53918	1.971127842	0.243309527	-9.757082819
61517.79138	1.971107205	0.2432497751	-9.756980662
61523.03567	1.971102984	0.2429935313	-9.756959769
61528.27996	1.970841688	0.2427366082	-9.755666355
61533.51634	1.971072497	0.2427836489	-9.756808861
61538.75272	1.9712177	0.2430143529	-9.757527617
61543.9891	1.971375395	0.2428143257	-9.758308204
61549.21756	1.97136982	0.2422180578	-9.758280609
61554.44602	1.971511851	0.2420514458	-9.758983664
61559.66656	1.971514213	0.241834644	-9.758995356
61564.88709	1.971517628	0.2414984953	-9.759012259
61570.10763	1.971344117	0.2411173763	-9.75815338
61575.32817	1.971339675	0.240766738	-9.758131394
61580.54076	1.971303543	0.2405321418	-9.757952536
61585.75335	1.971394641	0.2405349145	-9.758403473
61590.96594	1.971534866	0.2399075805	-9.759097584
61596.17057	1.971599995	0.2394557475	-9.759419977
61601.3752	1.971613948	0.2393744009	-9.759489044
61606.57983	1.971486867	0.2390183612	-9.758859992
61611.78447	1.9714738	0.2387010767	-9.758795308
61616.9891	1.97160555	0.2383882562	-9.759447474
61622.18573	1.971498881	0.238001564	-9.758919463
61627.38237	1.97139116	0.237606161	-9.758386244
61632.57901	1.971468597	0.237217838	-9.758769556
61637.77565	1.971397988	0.2369008361	-9.75842004
61642.97228	1.971444047	0.2365359803	-9.758648032
61648.16892	1.971488425	0.236320327	-9.758867704
61653.36556	1.971457406	0.2358570246	-9.758714159
61658.5622	1.97144852	0.2354149942	-9.758670176
61663.75883	1.971339483	0.2348479832	-9.758130443
61668.95547	1.9712194	0.2343138003	-9.757536031
61674.15211	1.971356529	0.2339246896	-9.758214819
61679.34875	1.971295879	0.2333056961	-9.757914599
61684.54538	1.971395264	0.2331067921	-9.758406559
61689.73389	1.971290606	0.2326315431	-9.757888497
61694.92239	1.971355915	0.2322071537	-9.758211779
61700.1109	1.97129668	0.2317758989	-9.757918567
61705.2994	1.971222057	0.2313449883	-9.757549184
61710.48791	1.971236273	0.2304995495	-9.75761955
61715.67641	1.971167855	0.2301198073	-9.757280884
61720.86492	1.971133961	0.2297049912	-9.757113106
61726.05342	1.971091828	0.2289316139	-9.756904547
61731.24193	1.971197519	0.2283102634	-9.757427721
61736.43043	1.971248031	0.2282571264	-9.757677752
61741.61894	1.971150371	0.2273555011	-9.757194339
61746.80744	1.971089662	0.2268787438	-9.756893827
61751.99595	1.971135444	0.2260869221	-9.757120449
61757.18445	1.971063882	0.2256615073	-9.756766217
61762.37296	1.971028032	0.2250931528	-9.75658876
61767.56146	1.97094573	0.2246484309	-9.756181363
61772.74997	1.970885065	0.2237737901	-9.755881072
61777.93847	1.970922614	0.2231941955	-9.756066938
61783.13534	1.970865771	0.2226049	-9.755785566
61788.33222	1.970900861	0.2218338201	-9.755959261
61793.52909	1.970928975	0.2212257588	-9.756098426
61798.72596	1.970891689	0.2205603628	-9.755913859
61803.92284	1.970925937	0.2198635747	-9.756083387
61809.11971	1.970879372	0.2191641928	-9.755852893
61814.31658	1.970775584	0.2184747218	-9.75533914
61819.52195	1.97083615	0.2179976147	-9.755638944
61824.72731	1.970914867	0.2172576481	-9.756028593
61829.93268	1.970880467	0.2166232357	-9.755858311
61835.13804	1.970861857	0.2160267796	-9.755766191
61840.34341	1.970796269	0.2150670663	-9.755441534
61845.54877	1.970631114	0.2142892355	-9.754624014
61850.76274	1.97054096	0.2133759019	-9.754177752
61855.97671	1.970458903	0.2127120137	-9.753771568
61861.19068	1.970516529	0.211892505	-9.754056817
61866.40465	1.970401282	0.2111504598	-9.753486347
61871.61862	1.970614891	0.2105234709	-9.75454371
61876.83259	1.970506589	0.2100115706	-9.754007615
61882.04656	1.970636863	0.2090705917	-9.754652473
61887.26053	1.970766158	0.208286407	-9.755292482
61892.46578	1.970684475	0.207561958	-9.754888151
61897.67103	1.970625279	0.2070772356	-9.754595133
61902.87628	1.970671413	0.2057434064	-9.754823494
61908.07279	1.97058985	0.2050718936	-9.754419759
61913.26931	1.970463414	0.2040748562	-9.753793899
61918.46583	1.970427707	0.2031773071	-9.753617148
61923.65359	1.970589679	0.2023770364	-9.754418909
61928.84136	1.970449823	0.2016407776	-9.753726624
61934.02913	1.970423257	0.2007754001	-9.753595124
61939.20813	1.970381994	0.199898023	-9.753390869
61944.38714	1.970405616	0.1991979666	-9.753507798
61949.55738	1.970356933	0.1980849901	-9.753266819
61954.72762	1.970242196	0.1971431483	-9.752698869
61959.89786	1.97032597	0.1963126537	-9.75311355
61965.05933	1.970173379	0.1953427837	-9.752358226
61970.22079	1.970053862	0.1943967451	-9.751766616
61975.38226	1.970031882	0.193496782	-9.751657814
61980.53493	1.970060746	0.1926555193	-9.751800691
61985.6876	1.970015921	0.1916379405	-9.75157881
61990.84027	1.96989358	0.1907451193	-9.750973221
61995.99294	1.969944477	0.1898934734	-9.751225159
62001.13679	1.969869283	0.1891693707	-9.75085295
62006.28063	1.969688573	0.1880084287	-9.749958434
62011.42448	1.969726212	0.1870328833	-9.75014475
62016.55949	1.969692122	0.1860757828	-9.749976004
62021.6945	1.969537734	0.1851040562	-9.749211785
62026.82951	1.969471577	0.1841870904	-9.748884307
62031.96452	1.96946194	0.1832449131	-9.748836605
62037.09066	1.96935969	0.1822578042	-9.748330465
62042.2168	1.96943259	0.1811851317	-9.748691323
62047.34294	1.969342216	0.1802470308	-9.748243968
62052.46908	1.969331779	0.17913403	-9.748192309
62057.58632	1.969233596	0.177973592	-9.7477063
62062.70356	1.969196754	0.1771941501	-9.747523934
62067.82081	1.969141522	0.1760945627	-9.747250533
62072.93805	1.969055119	0.1748540008	-9.74682284
62078.05529	1.969021878	0.1736252018	-9.746658295
62083.16358	1.969069018	0.1726620864	-9.746891638
62088.27188	1.969005407	0.1716255148	-9.746576763
62093.38017	1.9690725	0.1707143061	-9.746908874
62098.48847	1.968918156	0.1695728026	-9.746144872
62103.59676	1.968890754	0.1686668657	-9.746009232
62108.70506	1.968833109	0.1672834232	-9.74572389
62113.80434	1.968770654	0.16617081	-9.745414737
62118.90363	1.968740316	0.1649016492	-9.745264565
62124.00291	1.968588851	0.1640322079	-9.744514814
62129.1022	1.968521594	0.1629627613	-9.744181891
62134.20149	1.968507995	0.1618757705	-9.744114575
62139.30077	1.968398767	0.1607178506	-9.743573895
62144.40006	1.968322929	0.1596267775	-9.743198501
62149.49934	1.968271791	0.1585427924	-9.742945366
62154.58952	1.968184481	0.1573116473	-9.742513181
62159.6797	1.968113813	0.1561352166	-9.742163375
62164.76988	1.967984445	0.1549407872	-9.741523001
62169.86006	1.968041396	0.1539281145	-9.741804911
62174.95024	1.967910636	0.1526574408	-9.741157647
62180.04042	1.967773976	0.1513543878	-9.740481183
62185.1306	1.967848202	0.1503845819	-9.740848599
62190.22078	1.967814081	0.1492545596	-9.740679702
62195.31096	1.967754442	0.1481189829	-9.740384487
62200.40114	1.967631298	0.1469676552	-9.739774924
62205.49132	1.967616416	0.1458638106	-9.739701257
62210.5815	1.967581477	0.1447049342	-9.739528313
62215.67168	1.967485073	0.1432653119	-9.739051111
62220.76186	1.967399066	0.1423624264	-9.738625377
62225.85204	1.967293551	0.1410713851	-9.738103078
62230.94222	1.967129831	0.1395204861	-9.737292663
62236.0324	1.96706982	0.1383010121	-9.736995609
62241.12258	1.967003014	0.137084605	-9.736664922
62246.21276	1.966901544	0.1358371702	-9.736162644
62251.30294	1.966961252	0.1345652601	-9.736458197
62256.39312	1.966872755	0.1333502996	-9.736020139
62261.4833	1.966816535	0.1320996118	-9.735741849
62266.57348	1.966761739	0.1308352508	-9.735470609
62271.66366	1.966626166	0.129750473	-9.734799521
62276.75384	1.966549046	0.1281974007	-9.734417778
62281.84402	1.966492333	0.1270668746	-9.734137049
62286.9342	1.966505881	0.125723113	-9.734204111
62292.02438	1.966499158	0.1243998574	-9.73417083
62297.11456	1.966468146	0.1231156883	-9.734017322
62302.20474	1.966403989	0.12183492	-9.733699743
62307.29492	1.96634069	0.1205664981	-9.733386417
62312.38509	1.966277013	0.1191329966	-9.733071213
62317.47527	1.966133506	0.1178486069	-9.732360854
62322.56545	1.966188763	0.1166522852	-9.732634379
62327.65563	1.966090078	0.115296881	-9.732145888
62332.74581	1.965960195	0.1139233269	-9.731502964
62337.84573	1.965987651	0.1126896627	-9.731638874
62342.94564	1.965926939	0.1114171835	-9.731338349
62348.04555	1.965895477	0.1100520987	-9.731182609
62353.14546	1.965806527	0.1088585396	-9.730742308
62358.24538	1.965828533	0.1073728677	-9.73085124
62363.34529	1.965794795	0.1058467246	-9.730684237
62368.4452	1.965729689	0.1044063451	-9.73036196
62373.54511	1.965567899	0.1030890991	-9.729561101
62378.64503	1.965529959	0.1017550106	-9.729373298
62383.75488	1.965352607	0.1003112236	-9.728495407
62388.86473	1.965334561	0.09901995138	-9.728406079
62393.97459	1.965294281	0.09766546522	-9.728206692
62399.08444	1.96527727	0.09631086121	-9.728122488
62404.19429	1.965142314	0.09488275996	-9.727454454
62409.30415	1.96505324	0.09352526904	-9.727013538
62414.4241	1.96500909	0.09215905667	-9.726794995
62419.54405	1.964967331	0.0908974243	-9.726588287
62424.664	1.964929427	0.08926550869	-9.726400663
62429.78396	1.964888203	0.08778424787	-9.726196604
62434.90391	1.964859336	0.08631355015	-9.726053711
62440.02386	1.964699373	0.08492714613	-9.725261897
62445.15407	1.964708417	0.08364887939	-9.725306663
62450.28429	1.964604975	0.08215789188	-9.724794628
62455.4145	1.964631556	0.080608994	-9.724926204
62460.54471	1.964554722	0.07938774485	-9.724545872
62465.67493	1.964385424	0.07799847684	-9.723707848
62470.81554	1.964342889	0.07658814206	-9.723497298
62475.95616	1.964335189	0.07525484599	-9.723459184
62481.09678	1.964254685	0.07366027097	-9.72306069
62486.2374	1.964185745	0.07216069879	-9.722719438
62491.37802	1.964148333	0.07076951326	-9.722534248
62496.52919	1.964263934	0.06935063021	-9.723106474
62501.68037	1.964088116	0.06794458108	-9.722236174
62506.83154	1.963964947	0.06616967898	-9.721626486
62511.98272	1.963817246	0.06479018473	-9.720895367
62517.14458	1.963769697	0.06335186459	-9.720659999
62522.30644	1.963668505	0.06185464591	-9.720159097
62527.4683	1.963727216	0.06028493331	-9.720449721
62532.63016	1.963627324	0.05874710853	-9.719955255
62537.80285	1.963497435	0.05733308761	-9.719312305
62542.97553	1.963491001	0.05578115875	-9.719280456
62548.14821	1.963647449	0.05447657363	-9.720054871
62553.3209	1.963539048	0.05271058771	-9.71951829
62558.50454	1.963530343	0.0510712571	-9.719475197
62563.68818	1.963671347	0.04973817402	-9.720173166
62568.87182	1.963573351	0.04825237659	-9.719688085
62574.05546	1.963410602	0.04676141736	-9.718882479
62579.25021	1.963415859	0.04510955748	-9.718908501
62584.44495	1.963346127	0.04378212828	-9.718563327
62589.63969	1.963241752	0.04230636594	-9.71804667
62594.84565	1.963240076	0.04084240274	-9.718038375
62600.05161	1.963177702	0.03918709878	-9.717729625
62605.25758	1.963163674	0.03768332832	-9.717660185
62610.46354	1.96307948	0.03625016153	-9.717243425
62615.68087	1.963012831	0.03436450856	-9.716913513
62620.89819	1.963063751	0.03317762907	-9.717165567
62626.11552	1.962932152	0.03142518222	-9.716514152
62631.34434	1.962900347	0.02982857138	-9.71635672
62636.57316	1.962898337	0.02839354879	-9.716346766
62641.80198	1.962696948	0.02673671135	-9.715349893
62647.04242	1.962667481	0.025178227	-9.715204032
62652.28286	1.962715325	0.02363866047	-9.715440861
62657.5233	1.962662293	0.02225263165	-9.715178351
62662.77549	1.962688184	0.02077091793	-9.715306508
62668.02768	1.96263634	0.01897052588	-9.715049883
62673.27987	1.96249993	0.01736024628	-9.714374652
62678.54395	1.962477466	0.01564846139	-9.714263457
62683.80802	1.962606995	0.01423267679	-9.714904623
62689.07209	1.96251	0.01268907051	-9.714424502
62694.34818	1.962519154	0.01102406497	-9.714469811
62699.62427	1.962424125	0.009639504676	-9.71399942
62704.90037	1.962275853	0.008185617559	-9.71326547
62710.18861	1.962330331	0.006547133179	-9.713535141
62715.47686	1.96231385	0.00511048853	-9.713453557
62720.76511	1.9621331	0.003276446736	-9.712558846
62726.06566	1.962134536	0.001754702944	-9.712565951
62731.3662	1.962145944	0.000263317717	-9.712622422
62736.66675	1.962062708	-0.001438943647	-9.712210405
62741.97974	1.962008221	-0.003098351042	-9.711940693
62747.29273	1.96188294	-0.004793333678	-9.711320551
62752.61828	1.962027449	-0.006414203964	-9.712035871
62757.94382	1.961996777	-0.008108326811	-9.711884044
62763.26937	1.961981216	-0.009833236284	-9.71180702
62768.60763	1.962146011	-0.01127325338	-9.712622755
62773.94589	1.962174286	-0.01291664681	-9.712762716
62779.28415	1.962087068	-0.01452482783	-9.712330989
62784.63527	1.962066819	-0.01614427406	-9.712230752
62789.9864	1.961968013	-0.01776471017	-9.711741665
62795.35051	1.962025658	-0.01943612748	-9.712027007
62800.71462	1.961934664	-0.02122774677	-9.711576588
62806.07873	1.961994213	-0.02252165089	-9.711871356
62811.45599	1.962005757	-0.02398450021	-9.711928499
62816.83324	1.961962218	-0.02539729744	-9.71171298
62822.22378	1.961978732	-0.02734212812	-9.711794722
62827.61431	1.961968042	-0.02894133874	-9.711741806
62833.00485	1.96179507	-0.03076316502	-9.710885595
62838.40883	1.961809169	-0.03240071363	-9.710955387
62843.81281	1.961756107	-0.03398877431	-9.710692729
62849.23036	1.961696612	-0.03567702938	-9.710398227
62854.64792	1.96166656	-0.0377064256	-9.710249471
62860.06547	1.96156345	-0.03912312156	-9.70973908
62865.49678	1.96179632	-0.0405745924	-9.710891784
62870.92809	1.961690212	-0.04222759411	-9.710366547
62876.37328	1.961895211	-0.04374601479	-9.711381293
62881.81848	1.961935293	-0.04534358911	-9.711579701
62887.26368	1.961866706	-0.04696411981	-9.711240192
62892.72294	1.961896387	-0.04855541012	-9.711387114
62898.18221	1.96190151	-0.05023066505	-9.711412476
62903.64148	1.961677985	-0.05198471232	-9.710306024
62909.115	1.961939896	-0.05331631095	-9.711602483
62914.58852	1.96183834	-0.05500201181	-9.711099785
62920.07644	1.961915115	-0.0569581179	-9.711479817
62925.56437	1.962005263	-0.05881642446	-9.711926053
62931.05229	1.961856013	-0.06029391937	-9.711187262
62936.55481	1.96203068	-0.06176483387	-9.712051866
62942.05733	1.96199971	-0.06329253444	-9.711898564
62947.57461	1.961934712	-0.0651502579	-9.711576826
62953.09188	1.961793588	-0.06680186135	-9.710878258
62958.62406	1.961960529	-0.06826516006	-9.711704619
62964.15625	1.962087021	-0.06988661724	-9.712330755
62969.68843	1.962089079	-0.07159349592	-9.71234094
62975.23573	1.962172166	-0.07317764507	-9.712752221
62980.78303	1.962136881	-0.07474166487	-9.712577561
62986.34561	1.962271171	-0.07625403078	-9.713242295
62991.90819	1.96218265	-0.07817281448	-9.712804119
62997.47077	1.962173806	-0.07966295645	-9.712760339
63003.04885	1.962189053	-0.08150296905	-9.712835813
63008.62693	1.962039909	-0.08304234207	-9.712097552
63014.22067	1.962105674	-0.08493313188	-9.712423086
63019.81441	1.962090166	-0.08671337007	-9.712346321
63025.42401	1.962122553	-0.08819721531	-9.712506639
63031.0336	1.962173347	-0.08985551228	-9.712758069
63036.64319	1.962089672	-0.09150370441	-9.712343876
63042.26885	1.962097388	-0.09336029721	-9.71238207
63047.89452	1.962245911	-0.09466661843	-9.713117262
63053.53644	1.962351235	-0.096101798	-9.713638612
63059.17836	1.962298633	-0.09768791845	-9.713378234
63064.83673	1.962288744	-0.09937267889	-9.713329282
63070.49511	1.962543609	-0.1007673638	-9.714590864
63076.15348	1.962321084	-0.1027740066	-9.713489366
63081.82854	1.962462127	-0.1043302634	-9.71418753
63087.50361	1.962507682	-0.1058353608	-9.714413026
63093.19556	1.962721903	-0.1072836497	-9.715473422
63098.88751	1.962664899	-0.1091431188	-9.71519125
63104.59656	1.962710367	-0.1107171197	-9.715416316
63110.30561	1.962726558	-0.1123355666	-9.715496462
63116.01465	1.962861495	-0.1140065243	-9.716164402
63121.74105	1.963021865	-0.1157267153	-9.716958231
63127.46745	1.96309663	-0.1174607785	-9.717328318
63133.21142	1.963268887	-0.1188657979	-9.718180989
63138.95538	1.963276495	-0.1206056078	-9.718218651
63144.71713	1.963336314	-0.1222983549	-9.718514753
63150.47888	1.96317597	-0.1238904532	-9.717721052
63156.25863	1.963097379	-0.1255340807	-9.717332026
63162.03838	1.963315597	-0.1267317774	-9.718412207
63167.81814	1.963290368	-0.1286264791	-9.71828732
63173.61618	1.963310592	-0.1301491472	-9.718387431
63179.41423	1.963245351	-0.1319546046	-9.718064488
63185.23079	1.963647546	-0.133322249	-9.720055351
63191.04736	1.963590673	-0.1348101637	-9.719773829
63196.88269	1.963752039	-0.1363667955	-9.720572593
63202.71802	1.963873969	-0.1378258019	-9.721176144
63208.55335	1.963995141	-0.1394207789	-9.721775949
63214.40776	1.964075521	-0.1412363345	-9.722173829
63220.26216	1.96405297	-0.1427994335	-9.7220622
63226.13588	1.964121347	-0.1441154244	-9.72240067
63232.0096	1.964140687	-0.1459183388	-9.722496401
63237.9029	1.964201128	-0.1474827933	-9.722795584
63243.7962	1.964156352	-0.1489933608	-9.722573942
63249.70935	1.964236378	-0.1505989512	-9.722970073
63255.62249	1.964402931	-0.1522898569	-9.723794507
63261.55575	1.964481237	-0.1536869464	-9.724182122
63267.489	1.964652245	-0.1551896289	-9.725028613
63273.42226	1.964761297	-0.1567519377	-9.72556842
63279.37598	1.964911881	-0.1582226809	-9.72631381
63285.32969	1.964736386	-0.1596685062	-9.725445111
63291.30416	1.964862031	-0.161535314	-9.726067052
63297.27862	1.965087238	-0.1629624367	-9.72718183
63303.25308	1.965222661	-0.1643801348	-9.727852174
63309.24865	1.965247378	-0.1660296436	-9.727974519
63315.24422	1.965266281	-0.1674549721	-9.728068093
63321.26121	1.965657464	-0.1685722504	-9.730004448
63327.27819	1.965721863	-0.1700567241	-9.73032322
63333.29518	1.96572689	-0.171761963	-9.730348104
63339.33396	1.965863906	-0.1732557996	-9.731026334
63345.37275	1.965860502	-0.1746955889	-9.731009487
63351.43365	1.965992164	-0.1761126483	-9.731661212
63357.49456	1.965906872	-0.1778202217	-9.731239015
63363.57791	1.966139741	-0.1793084405	-9.732391717
63369.66127	1.966400453	-0.1806940415	-9.733682244
63375.74462	1.966417443	-0.1821111795	-9.733766341
63381.85084	1.966669301	-0.1835108544	-9.735013042
63387.95707	1.96659239	-0.1850122509	-9.734632332
63394.08651	1.966746812	-0.1864385224	-9.735396719
63400.21595	1.966911855	-0.1878448068	-9.736213681
63406.34539	1.966881806	-0.1894098168	-9.736064938
63412.4985	1.96698731	-0.1911384793	-9.736587187
63418.6516	1.967256379	-0.1921032389	-9.737919078
63424.82874	1.967324641	-0.1934006626	-9.738256974
63431.00589	1.967489157	-0.1948779957	-9.739071328
63437.18303	1.967528529	-0.1961219605	-9.739266217
63443.38468	1.967579168	-0.1978193816	-9.73951688
63449.58634	1.967435008	-0.1994560895	-9.738803288
63455.8129	1.967869504	-0.2006259195	-9.740954045
63462.03946	1.968217843	-0.201995158	-9.742678321
63468.26602	1.968049126	-0.2032777968	-9.741843173
63474.518	1.968282641	-0.204235539	-9.742999073
63480.76997	1.968408721	-0.2055355262	-9.743623171
63487.02195	1.968399691	-0.2070047885	-9.743578469
63493.29986	1.968640045	-0.2083074774	-9.744768225
63499.57778	1.96860958	-0.2096888929	-9.74461742
63505.88208	1.96861034	-0.2111058333	-9.744621185
63512.18637	1.968863886	-0.2124237864	-9.745876235
63518.49067	1.968943896	-0.2136249836	-9.746272284
63524.8219	1.969016986	-0.2151068543	-9.746634079
63531.15314	1.969393773	-0.2159193221	-9.748499177
63537.48438	1.969502963	-0.2172345475	-9.749039668
63543.84314	1.96959293	-0.2188189572	-9.749485003
63550.2019	1.969732145	-0.219766262	-9.75017412
63556.56067	1.969783027	-0.2211391158	-9.750425985
63562.94757	1.970082076	-0.2222442623	-9.751906276
63569.33447	1.970254562	-0.2233943983	-9.75276008
63575.72137	1.970430665	-0.2244447854	-9.75363179
63582.10827	1.970451933	-0.225801038	-9.753737068
63588.52406	1.970588361	-0.2272409698	-9.754412385
63594.93986	1.970783984	-0.2283635305	-9.755380721
63601.35566	1.970603587	-0.2296516935	-9.754487758
63607.80103	1.970935664	-0.2304571789	-9.756131539
63614.2464	1.971113571	-0.2315995895	-9.757012177
63620.69176	1.971364531	-0.2327956827	-9.758254428
63627.13713	1.971469173	-0.2339111739	-9.758772409
63633.58249	1.971401016	-0.2351953551	-9.758435028
63640.0584	1.971624584	-0.236188228	-9.759541691
63646.53432	1.971730915	-0.2373633497	-9.760068029
63653.01023	1.972037512	-0.2380671614	-9.761585685
63659.48614	1.972304112	-0.2392118318	-9.762905354
63665.96205	1.972184663	-0.2404480734	-9.762314083
63672.46956	1.972356104	-0.2413982767	-9.763162713
63678.97706	1.972537605	-0.2424633836	-9.764061146
63685.48456	1.972839049	-0.2433913271	-9.765553292
63691.99206	1.972986902	-0.2442244686	-9.766285163
63698.49956	1.972744375	-0.2452141298	-9.765084657
63705.03977	1.972990195	-0.246194606	-9.766301468
63711.57997	1.973322128	-0.2473726086	-9.767944533
63718.12017	1.973291269	-0.2481324042	-9.76779178
63724.66038	1.973359844	-0.2489222802	-9.768131228
63731.20058	1.973666514	-0.2500971231	-9.769649245
63737.74078	1.97362128	-0.2513021642	-9.769425338
63744.31505	1.973787575	-0.2522642972	-9.770248496
63750.88932	1.974082844	-0.2529151482	-9.771710079
63757.46358	1.974355259	-0.2538470384	-9.773058532
63764.03785	1.974538051	-0.2546246726	-9.77396335
63770.61212	1.974621133	-0.2553906703	-9.77437461
63777.18638	1.97471912	-0.2561605859	-9.774859645
63783.79619	1.974714641	-0.2570827965	-9.774837473
63790.40599	1.97484483	-0.257799987	-9.775481908
63797.01579	1.975107068	-0.2584987889	-9.776779988
63803.6256	1.975292747	-0.2591499763	-9.777699097
63810.2354	1.975399145	-0.2600914022	-9.778225765
63816.8452	1.975378625	-0.2608958361	-9.778124195
63823.49214	1.97553577	-0.2614323469	-9.77890206
63830.13908	1.97570084	-0.2620382621	-9.779719156
63836.78602	1.975860359	-0.2628110924	-9.780508775
63843.43295	1.975960077	-0.2634668021	-9.781002382
63850.07989	1.976148801	-0.2642284801	-9.781936567
63856.72683	1.975725654	-0.2651763557	-9.779841987
63863.41263	1.976233565	-0.2653959502	-9.782356146
63870.09844	1.976262603	-0.2656945312	-9.782499884
63876.78425	1.976880499	-0.2665682772	-9.785558471
63883.47006	1.977017575	-0.267382339	-9.786236997
63890.15587	1.977174393	-0.2680588933	-9.787013244
63896.84167	1.977130155	-0.2689152458	-9.786794267
63903.56825	1.977135479	-0.2691957755	-9.786820622
63910.29483	1.977327239	-0.2697016377	-9.787769832
63917.0214	1.97750472	-0.2701745307	-9.788648362
63923.74798	1.977666641	-0.2706203749	-9.789449873
63930.47455	1.97774318	-0.2712941127	-9.789828743
63937.20113	1.977609043	-0.2717362179	-9.789164762
63943.97055	1.977754547	-0.2722343438	-9.789885007
63950.73997	1.977898248	-0.2728544663	-9.790596325
63957.50938	1.978165738	-0.2730799868	-9.791920405
63964.2788	1.978197378	-0.2735732713	-9.792077021
63971.04822	1.97830561	-0.2736684202	-9.792612772
63977.81764	1.978418174	-0.2739009074	-9.793169963
63984.58706	1.978170004	-0.2745676931	-9.79194152
63991.40191	1.978199547	-0.2745576152	-9.792087757
63998.21677	1.978603889	-0.2754513847	-9.794089249
