# Time	Cd	Cl	Cm
250483.1281	2.227877989	0.9788128763	-11.02799605
250490.694	2.226590228	0.9746582042	-11.02162163
250498.26	2.225207755	0.9705107238	-11.01477839
250505.8259	2.224181803	0.9663064782	-11.00969992
250513.3791	2.223616292	0.9625621482	-11.00690065
250520.9324	2.221844598	0.9572278082	-10.99813076
250528.4729	2.220455076	0.9518991845	-10.99125263
250536.0134	2.219544557	0.9482596179	-10.98674556
250543.5539	2.217398738	0.943644261	-10.97612375
250551.0817	2.215985547	0.9393858869	-10.96912846
250558.6095	2.214157885	0.9333067545	-10.96008153
250566.1373	2.213312332	0.9296969944	-10.95589604
250573.6523	2.211897407	0.924941736	-10.94889216
250581.1673	2.210278462	0.9199151368	-10.94087839
250588.6823	2.209593619	0.9154055756	-10.93748842
250596.1846	2.207827699	0.9102476094	-10.92874711
250603.6868	2.206505547	0.9050894763	-10.92220246
250611.1891	2.20558636	0.9005645074	-10.91765248
250618.6785	2.204546163	0.895557903	-10.91250351
250626.1679	2.203059643	0.8904715713	-10.90514523
250633.6574	2.201701687	0.8853967275	-10.89842335
250641.134	2.2009507	0.880072304	-10.89470597
250648.6106	2.19985105	0.8750089239	-10.8892627
250656.0872	2.198615928	0.8690681635	-10.88314884
250663.551	2.196891017	0.8630373934	-10.87461054
250671.0148	2.195475017	0.8576022742	-10.86760134
250678.4785	2.193952142	0.8523392776	-10.8600631
250685.9423	2.192503553	0.8470138439	-10.85289259
250693.3932	2.191025718	0.8417649642	-10.8455773
250700.844	2.189849636	0.8363257567	-10.8397557
250708.2949	2.18838973	0.829613941	-10.83252916
250715.7329	2.186867998	0.8242290496	-10.82499659
250723.1708	2.184964565	0.8190970589	-10.81557459
250730.6088	2.183519892	0.8136184088	-10.80842347
250738.0338	2.182162885	0.8077843118	-10.80170628
250745.4589	2.181249443	0.8014500422	-10.79718474
250752.8839	2.180188813	0.7946502415	-10.79193463
250760.296	2.178892202	0.7892755337	-10.7855164
250767.708	2.177602103	0.7838698745	-10.77913041
250775.1201	2.175926528	0.7771425833	-10.77083632
250782.5322	2.173869355	0.7701311395	-10.76065331
250789.9312	2.173112675	0.7645090906	-10.75690774
250797.3303	2.171795509	0.7583585341	-10.75038777
250804.7294	2.170555467	0.7522469206	-10.74424956
250812.1154	2.169307647	0.7461619852	-10.73807285
250819.5015	2.168060792	0.7402668627	-10.73190092
250826.8875	2.166405484	0.732965227	-10.72370715
250834.2605	2.165405812	0.7267320174	-10.71875877
250841.6335	2.164253179	0.7202012799	-10.71305323
250849.0065	2.162589879	0.7140205044	-10.7048199
250856.3795	2.161217616	0.7078406952	-10.6980272
250863.7394	2.159837786	0.7013871881	-10.69119704
250871.0992	2.158528731	0.695015299	-10.68471722
250878.4591	2.157337277	0.6886058882	-10.67881952
250885.819	2.15616107	0.6819802686	-10.6729973
250893.1658	2.155267572	0.6747699887	-10.66857448
250900.5125	2.154237701	0.668098424	-10.66347662
250907.8593	2.153178074	0.6616073579	-10.65823147
250915.1929	2.152259736	0.6554048215	-10.65368569
250922.5265	2.150984915	0.6486050041	-10.64737533
250929.86	2.148794198	0.640418196	-10.63653128
250937.1936	2.147672146	0.6334576144	-10.63097712
250944.514	2.145789123	0.625264396	-10.62165616
250951.8344	2.144546018	0.6182967948	-10.61550279
250959.1547	2.143325729	0.6114008287	-10.60946236
250966.4751	2.142246786	0.604496653	-10.60412159
250973.7822	2.141077401	0.597517699	-10.59833313
250981.0893	2.139903775	0.5904263703	-10.59252369
250988.3964	2.138707776	0.5837518536	-10.58660349
250995.7036	2.137245045	0.5759599622	-10.57936297
251002.9974	2.136482464	0.5689939772	-10.5755882
251010.2912	2.135407439	0.5618030262	-10.57026682
251017.585	2.134201	0.5545525667	-10.56429495
251024.8788	2.133563532	0.5485586897	-10.56113948
251032.1592	2.132365963	0.5411426759	-10.55521152
251039.4396	2.131148665	0.533700626	-10.54918589
251046.7201	2.13027357	0.5267588961	-10.54485417
251054.0005	2.12932228	0.5195705069	-10.54014529
251061.2676	2.128112459	0.5122916307	-10.53415667
251068.5346	2.127480203	0.5052706946	-10.53102701
251075.8016	2.126217242	0.4975842711	-10.52477535
251083.0687	2.12507689	0.4895236459	-10.51913061
251090.3222	2.12410429	0.4821792278	-10.51431623
251097.5758	2.122957849	0.4751832851	-10.50864135
251104.8294	2.122265275	0.4674013795	-10.50521311
251112.083	2.12170745	0.4594485782	-10.50245188
251119.323	2.121120968	0.4516647386	-10.49954879
251126.5631	2.119909285	0.4446884476	-10.49355096
251133.8032	2.119139721	0.437241083	-10.48974162
251141.0432	2.118339693	0.4297538026	-10.48578148
251148.2833	2.117627384	0.4224395038	-10.48225555
251155.5098	2.116327762	0.4145116199	-10.47582242
251162.7363	2.11531457	0.4062612282	-10.47080712
251169.9492	2.114423885	0.3983035263	-10.46639823
251177.1621	2.113160271	0.3908218222	-10.46014334
251184.375	2.112526193	0.3837544299	-10.45700465
251191.5743	2.111832387	0.3759924538	-10.45357031
251198.7736	2.111420902	0.3681950801	-10.45153347
251205.9593	2.111142941	0.3604845815	-10.45015756
251213.1449	2.110671184	0.3528390862	-10.44782236
251220.3306	2.109862637	0.3448068909	-10.44382005
251227.5027	2.10913527	0.3374961541	-10.44021959
251234.6747	2.109266315	0.329557718	-10.44086826
251241.8468	2.10878486	0.3214056332	-10.43848506
251249.0052	2.10812244	0.3136436459	-10.43520608
251256.1635	2.107363826	0.3061304867	-10.43145094
251263.3219	2.106100115	0.2976826399	-10.42519557
251270.4666	2.105374834	0.2897527444	-10.42160543
251277.6113	2.105125424	0.2816495225	-10.42037085
251284.7423	2.104255447	0.2746041639	-10.41606446
251291.8734	2.103923422	0.2670769371	-10.41442094
251299.0044	2.103236709	0.2592670924	-10.41102171
251306.1354	2.10237414	0.2510516292	-10.40675199
251313.2527	2.102354789	0.2434290956	-10.40665621
251320.3699	2.102075084	0.2355146015	-10.40527167
251327.4872	2.101720505	0.2276036931	-10.4035165
251334.5907	2.101468299	0.2191199635	-10.40226808
251341.6942	2.101037182	0.211617419	-10.40013405
251348.7977	2.100922596	0.2032328527	-10.39956685
251355.9012	2.100803465	0.195369309	-10.39897715
251362.9909	2.10041102	0.1872958527	-10.39703455
251370.0806	2.099920174	0.1800885364	-10.39460486
251377.1703	2.099589162	0.1718623442	-10.39296635
251384.26	2.099293823	0.1643737774	-10.39150442
251391.3358	2.098741916	0.1561716214	-10.38877248
251398.4116	2.098320311	0.1481561306	-10.38668554
251405.4874	2.098129744	0.1402827675	-10.38574224
251412.5632	2.097740721	0.1323787429	-10.38381657
251419.6251	2.097489493	0.1245850554	-10.38257299
251426.687	2.097302277	0.1168657243	-10.38164627
251433.7489	2.096487901	0.1091823487	-10.37761511
251440.8108	2.09693629	0.1007006871	-10.37983464
251447.8587	2.09739782	0.09313183065	-10.38211921
251454.9066	2.097422732	0.08460632871	-10.38224253
251461.9545	2.097241625	0.07683749983	-10.38134605
251469.0024	2.09731287	0.06855801016	-10.38169871
251476.0503	2.097174229	0.06111100787	-10.38101243
251483.0841	2.096620215	0.05315118909	-10.37827007
251490.1179	2.096754047	0.04537575156	-10.37893253
251497.1517	2.096674051	0.03699845426	-10.37853655
251504.1715	2.096823628	0.02907357186	-10.37927696
251511.1772	2.097112726	0.02160552783	-10.380708
251518.1828	2.097438549	0.01375272166	-10.38232082
251525.1744	2.097203746	0.005782599735	-10.38115854
251532.152	2.097492027	-0.00240912359	-10.38258553
251539.1295	2.09706189	-0.01023493194	-10.38045635
251546.0931	2.097377113	-0.01796473868	-10.38201671
251553.0426	2.097220865	-0.02604800701	-10.38124328
251559.9781	2.096730016	-0.03413399281	-10.37881358
251566.9136	2.096295335	-0.04180630631	-10.37666191
251573.8352	2.096902845	-0.0498792801	-10.37966908
251580.7428	2.097359256	-0.05809306777	-10.38192832
251587.6504	2.096712239	-0.06537752392	-10.37872558
251594.544	2.096506775	-0.07281044301	-10.37770854
251601.4237	2.097522496	-0.08063315644	-10.38273635
251608.3034	2.098067741	-0.0884342401	-10.38543532
251615.1692	2.098277724	-0.09616888691	-10.38647473
251622.0211	2.098526103	-0.1038251859	-10.38770421
251628.873	2.098956381	-0.1115701668	-10.38983409
251635.7109	2.099310693	-0.1191969678	-10.39158793
251642.5489	2.099579165	-0.1266743319	-10.39291687
251649.373	2.099830627	-0.1345106554	-10.3941616
251656.1832	2.099301476	-0.142451294	-10.39154231
251662.9935	2.098598627	-0.150414814	-10.3880632
251669.7898	2.100631064	-0.1570729667	-10.39812376
251676.5862	2.10192489	-0.1637286994	-10.40452821
251683.3686	2.102258818	-0.1711582253	-10.40618115
251690.1511	2.10260633	-0.1783530556	-10.40790133
251696.9197	2.102815539	-0.1856463058	-10.40893692
251703.6883	2.102985475	-0.1935905318	-10.4097781
251710.4431	2.103846754	-0.2014747649	-10.41404143
251717.184	2.104671914	-0.2093293987	-10.41812598
251723.9248	2.104762657	-0.2162006201	-10.41857515
251730.6657	2.105089119	-0.2236332471	-10.42019114
251737.3928	2.105967262	-0.2309134457	-10.42453795
251744.1198	2.106172915	-0.2380792074	-10.42555593
251750.8329	2.106403836	-0.2452332597	-10.42669899
251757.5461	2.107012934	-0.2520780124	-10.42971402
251764.2454	2.107549769	-0.2602955567	-10.43237136
251770.9447	2.107943833	-0.2678394339	-10.43432197
251777.6301	2.108339031	-0.2746610998	-10.4362782
251784.3155	2.109159677	-0.2819915685	-10.4403404
251791.0009	2.109826386	-0.2898805157	-10.44364061
251797.6724	2.110194968	-0.2962976906	-10.44546509
251804.344	2.111407891	-0.3031392487	-10.45146906
251811.0155	2.112200702	-0.3103832332	-10.45539347
251817.6731	2.112959113	-0.317494121	-10.45914761
251824.3306	2.113228572	-0.3243207959	-10.46048143
251830.9882	2.113393165	-0.3318775214	-10.46129617
251837.6319	2.11348831	-0.3392882072	-10.46176714
251844.2755	2.114194396	-0.346130633	-10.46526226
251850.9191	2.116641555	-0.3514929991	-10.4773757
251857.5488	2.11727136	-0.3588582196	-10.48049323
251864.1784	2.117806937	-0.3660578494	-10.48314434
251870.8081	2.117975922	-0.3726629314	-10.48398081
251877.4377	2.118582982	-0.3793998133	-10.48698576
251884.0533	2.119628977	-0.3865573014	-10.49216344
251890.6689	2.120494654	-0.3933376468	-10.49644854
251897.2845	2.120722149	-0.4002445549	-10.49757464
251903.9001	2.121754731	-0.4068703329	-10.50268592
251910.5016	2.122408602	-0.4130372935	-10.50592258
251917.1031	2.12360588	-0.420948604	-10.51184911
251923.7046	2.123963764	-0.4275735775	-10.51362063
251930.3061	2.124565027	-0.4347444782	-10.51659688
251936.9076	2.126165737	-0.4403006548	-10.5245204
251943.4948	2.126483773	-0.4468384437	-10.52609468
251950.0821	2.127109331	-0.4533990957	-10.52919119
251956.6694	2.127222211	-0.4600134717	-10.52974995
251963.2567	2.127221007	-0.4666931025	-10.52974399
251969.844	2.128862594	-0.4729801872	-10.53786984
251976.4313	2.131086574	-0.480527283	-10.54887854
251983.0043	2.132353082	-0.4860611042	-10.55514775
251989.5773	2.132757655	-0.492480475	-10.55715039
251996.1503	2.133926408	-0.4986597643	-10.56293572
252002.7232	2.135428722	-0.5046016634	-10.57037217
252009.2962	2.135700873	-0.5111791008	-10.57171932
252015.8692	2.13697733	-0.5179500503	-10.57803779
252022.4422	2.137841279	-0.5242979584	-10.58231433
252029.0151	2.138729311	-0.5304725955	-10.58671009
252035.5881	2.139649642	-0.5367062073	-10.59126573
252042.1611	2.140484457	-0.542844262	-10.59539806
252048.7341	2.141078951	-0.5486862323	-10.59834081
252055.307	2.142021361	-0.5546539846	-10.60300574
252061.88	2.143253302	-0.5612021158	-10.60910385
252068.453	2.14394032	-0.5677767011	-10.61250458
252075.026	2.144485661	-0.5734790713	-10.61520402
252081.5989	2.145653882	-0.5805553905	-10.62098671
252088.1719	2.146352488	-0.5861861902	-10.62444481
252094.7449	2.148737546	-0.5909476266	-10.63625085
252101.3179	2.149657738	-0.5973481274	-10.6408058
252107.8908	2.150483984	-0.6036361624	-10.64489572
252114.4638	2.151155465	-0.6097222582	-10.64821955
252121.0368	2.152736841	-0.6142961364	-10.65604737
252127.6098	2.153628742	-0.6201301854	-10.66046228
252134.1827	2.154224633	-0.6257072121	-10.66341193
252140.7557	2.155825754	-0.6305124841	-10.67133748
252147.3438	2.1574416	-0.6357635264	-10.67933592
252153.9319	2.157291336	-0.6424288898	-10.67859211
252160.5201	2.158168712	-0.6484613529	-10.68293512
252167.1082	2.159095593	-0.6540842669	-10.68752319
252173.6963	2.160243181	-0.659640033	-10.69320374
252180.2844	2.161711007	-0.6653578683	-10.70046949
252186.8726	2.162170042	-0.6707246732	-10.70274171
252193.4761	2.163305666	-0.6761900804	-10.70836304
252200.0797	2.164319768	-0.6816070004	-10.71338285
252206.6833	2.165038661	-0.6872653778	-10.71694137
252213.2869	2.166300717	-0.6927066311	-10.72318855
252219.8905	2.167195332	-0.6991416569	-10.72761689
252226.5098	2.167932262	-0.7042297964	-10.7312647
252233.1291	2.169844609	-0.7078977792	-10.74073081
252239.7484	2.171167483	-0.7127652111	-10.74727904
252246.3677	2.171840075	-0.7179072752	-10.75060837
252253.003	2.172940467	-0.7230428784	-10.75605531
252259.6382	2.17358844	-0.7284515571	-10.75926278
252266.2735	2.1741519	-0.7333899177	-10.7620519
252272.9087	2.175011582	-0.7392983412	-10.76630733
252279.544	2.176013261	-0.7429866888	-10.77126564
252286.1955	2.176983968	-0.7477412085	-10.77607064
252292.847	2.177968584	-0.7531073743	-10.78094449
252299.4985	2.179325159	-0.7578190296	-10.78765954
252306.1499	2.179874374	-0.7631010593	-10.79037815
252312.8179	2.180506622	-0.7676457153	-10.79350778
252319.4858	2.182175646	-0.7725818186	-10.80176945
252326.1538	2.183323913	-0.7774256744	-10.80745337
252332.8217	2.184095544	-0.7822077958	-10.81127294
252339.5064	2.185326789	-0.7866157669	-10.8173676
252346.191	2.18577411	-0.791843377	-10.81958184
252352.8757	2.185956936	-0.7962374946	-10.82048683
252359.5773	2.18814621	-0.8003057102	-10.83132374
252366.2788	2.18895722	-0.8044098891	-10.83533824
252372.9804	2.190194623	-0.8099101796	-10.84146339
252379.6991	2.191056803	-0.8146804719	-10.84573117
252386.4179	2.191093481	-0.8201995611	-10.84591273
252393.1366	2.192602645	-0.82232855	-10.85338309
252399.8727	2.194125431	-0.8267865071	-10.86092088
252406.6088	2.195191197	-0.8309858605	-10.86619643
252413.3448	2.195998466	-0.8350196828	-10.87019241
252420.0985	2.196141398	-0.8390145437	-10.87089992
252426.8522	2.197625738	-0.843272964	-10.8782474
252433.6058	2.199149028	-0.847628837	-10.88578769
252440.3773	2.200126654	-0.8514536237	-10.89062693
252447.1488	2.200390909	-0.8568199322	-10.891935
252453.9383	2.200879628	-0.8602968803	-10.89435416
252460.7278	2.202086186	-0.8643365122	-10.90032662
252467.5173	2.202700511	-0.868317316	-10.90336753
252474.3251	2.203503935	-0.8721335153	-10.90734448
252481.1328	2.204501837	-0.8763716984	-10.91228409
252487.959	2.205131208	-0.8810515418	-10.91539948
252494.7852	2.206391604	-0.8841172803	-10.92163844
252501.6114	2.207211107	-0.8866512929	-10.92569498
252508.4563	2.208068317	-0.8899436442	-10.92993817
252515.3012	2.209018306	-0.8935813887	-10.93464062
252522.1461	2.210091916	-0.8971069506	-10.93995498
252529.01	2.210262417	-0.9004377369	-10.94079896
252535.8738	2.210794914	-0.9041097503	-10.94343482
252542.7569	2.211947076	-0.9077067891	-10.94913802
252549.6399	2.212275406	-0.9110403193	-10.95076326
252556.5229	2.213119499	-0.9149171351	-10.95494152
252563.4254	2.213976722	-0.9180253461	-10.95918478
252570.3279	2.213117032	-0.9199928787	-10.95492931
252577.25	2.213826677	-0.9231736961	-10.95844205
252584.1722	2.214962993	-0.9263728787	-10.96406681
252591.0943	2.216412624	-0.9290189316	-10.97124249
252598.0364	2.216236603	-0.9325857586	-10.97037118
252604.9785	2.216549552	-0.9358371317	-10.97192028
252611.9408	2.21724767	-0.9394541167	-10.97537596
252618.903	2.217796265	-0.9415063937	-10.97809151
252625.8857	2.218059153	-0.9434050437	-10.97939281
252632.8684	2.219080655	-0.9467097784	-10.98444924
252639.8511	2.219614543	-0.9496542642	-10.98709199
252646.8545	2.220057835	-0.9528229432	-10.98928629
252653.8579	2.22081241	-0.9555692128	-10.99302143
252660.8823	2.221470361	-0.9567989724	-10.99627829
252667.9067	2.221757217	-0.9589130421	-10.99769822
252674.9523	2.221792832	-0.9617956914	-10.99787452
252681.9979	2.22252452	-0.9642377867	-11.00149637
252689.065	2.222923397	-0.9664766452	-11.00347082
252696.132	2.223631196	-0.9690366379	-11.00697442
252703.1991	2.224058843	-0.9714080213	-11.00909127
252710.288	2.224580389	-0.9739875652	-11.01167293
252717.3769	2.224677421	-0.9760293982	-11.01215324
252724.4879	2.225116141	-0.978135157	-11.0143249
252731.5989	2.225501962	-0.9803670384	-11.01623471
252738.7098	2.22578147	-0.9825837055	-11.01761828
252745.8432	2.225927051	-0.9850499486	-11.0183389
252752.9766	2.226626946	-0.9864336086	-11.02180338
252760.1328	2.226677681	-0.9868408653	-11.02205452
252767.2889	2.226611723	-0.9888244409	-11.02172803
252774.468	2.226598745	-0.9903703395	-11.02166379
252781.6472	2.227134358	-0.9919885104	-11.02431507
252788.8263	2.227250328	-0.9933985381	-11.02488912
252796.0288	2.227641898	-0.9950242563	-11.02682739
252803.2313	2.227581149	-0.9963791338	-11.02652669
252810.4576	2.227284594	-0.9978021833	-11.02505874
252817.6838	2.227903841	-0.9993539844	-11.02812401
252824.934	2.227578837	-1.000384468	-11.02651525
252832.1842	2.228212978	-1.001365507	-11.02965424
252839.4344	2.228646365	-1.003154137	-11.03179951
252846.7091	2.228847279	-1.00389557	-11.03279403
252853.9837	2.229543517	-1.004592861	-11.03624041
252861.2583	2.229276745	-1.00577842	-11.03491989
252868.5329	2.230814214	-1.008471691	-11.04253036
252875.8325	2.230770404	-1.00933541	-11.0423135
252883.132	2.230737655	-1.010105081	-11.04215139
252890.4316	2.230437414	-1.011155562	-11.0406652
252897.7311	2.230113446	-1.01203073	-11.03906156
252905.0307	2.230438224	-1.011608299	-11.04066921
252912.3302	2.230257022	-1.011778333	-11.03977226
252919.6554	2.230293339	-1.012005511	-11.03995203
252926.9805	2.228912904	-1.012370918	-11.03311888
252934.3057	2.229884557	-1.013396878	-11.03792856
252941.6308	2.229918303	-1.013771346	-11.0380956
252948.956	2.229742863	-1.014102194	-11.03722717
252956.2812	2.229481734	-1.014675651	-11.03593459
252963.6063	2.229211246	-1.01493277	-11.03459567
252970.9579	2.229038277	-1.015591301	-11.03373947
252978.3095	2.229204336	-1.015688093	-11.03456146
252985.6611	2.228188797	-1.013896587	-11.02953455
252993.0127	2.227272463	-1.013191067	-11.02499869
253000.3643	2.227237709	-1.013462084	-11.02482666
253007.7159	2.226100696	-1.012900932	-11.01919845
253015.0948	2.2271841	-1.013574125	-11.02456129
253022.4736	2.226697473	-1.013100134	-11.02215249
253029.8524	2.226419857	-1.012740863	-11.02077829
253037.2312	2.226133582	-1.012297395	-11.01936123
253044.6101	2.22584562	-1.01177205	-11.01793582
253051.9889	2.224664006	-1.010933591	-11.01208683
253059.3958	2.22462234	-1.010887327	-11.01188058
253066.8027	2.224448535	-1.010691506	-11.01102025
253074.2096	2.223098741	-1.00931973	-11.00433877
253081.6165	2.221889477	-1.007682022	-10.99835291
253089.0233	2.222641278	-1.006955385	-11.00207433
253096.4302	2.22203202	-1.006066115	-10.9990585
253103.866	2.221550409	-1.004840023	-10.99667453
253111.3019	2.221732824	-1.00511611	-10.99757748
253118.7377	2.220528448	-1.0026361	-10.99161582
253126.1735	2.219086527	-1.000193696	-10.98447831
253133.6093	2.219093584	-0.9998942642	-10.98451324
253141.0451	2.218253919	-0.9986299499	-10.9803569
253148.481	2.217287988	-0.9975252755	-10.97557554
253155.9468	2.216406297	-0.996589944	-10.97121117
253163.4126	2.215427803	-0.9958224431	-10.96636763
253170.8784	2.2155882	-0.9935664376	-10.96716159
253178.3442	2.215226963	-0.9904881952	-10.96537347
253185.81	2.215633605	-0.9868191934	-10.96738634
253193.2758	2.214924556	-0.9849095103	-10.96387655
253200.7726	2.214189399	-0.9829452972	-10.96023753
253208.2693	2.212868612	-0.9808469943	-10.95369963
253215.7661	2.211320171	-0.9787138303	-10.94603485
253223.2629	2.211182666	-0.9774572663	-10.94535419
253230.7597	2.210994082	-0.975609933	-10.94442071
253238.2565	2.210502679	-0.973658153	-10.94198826
253245.7532	2.209779371	-0.9719390992	-10.93840789
253253.2822	2.208463431	-0.9691428072	-10.93189398
253260.8112	2.207543	-0.9669677144	-10.92733785
253268.3401	2.206876757	-0.9646778168	-10.92403995
253275.8691	2.206168401	-0.9618767863	-10.92053358
253283.398	2.205130977	-0.9592320991	-10.91539834
253290.927	2.203621859	-0.9569443641	-10.9079282
253298.4559	2.202688788	-0.9541335701	-10.9033095
253306.0184	2.201092277	-0.9506037392	-10.89540677
253313.5808	2.200422068	-0.9477640326	-10.89208924
253321.1432	2.199294256	-0.9446253428	-10.88650657
253328.7056	2.19833952	-0.9417830478	-10.88178062
253336.268	2.19820368	-0.9393496581	-10.88110821
253343.8304	2.197310437	-0.9367325316	-10.87668666
253351.3929	2.195514284	-0.9329239568	-10.8677957
253358.9901	2.194098336	-0.9297504096	-10.86078676
253366.5874	2.193775332	-0.9268523515	-10.85918789
253374.1847	2.192992186	-0.9236722592	-10.85531132
253381.7819	2.191896987	-0.9199631724	-10.84989009
253389.3792	2.191350287	-0.9167952715	-10.84718392
253396.9765	2.190704271	-0.9130932119	-10.84398614
253404.5737	2.189187815	-0.9094483461	-10.83647968
253412.2074	2.188125205	-0.9057351965	-10.83121977
253419.841	2.187492907	-0.9028317259	-10.82808989
253427.4746	2.186381054	-0.899364151	-10.82258622
253435.1082	2.185550906	-0.8954893442	-10.81847698
253442.7418	2.184128199	-0.8919472314	-10.81143458
253450.3754	2.182984135	-0.8886931466	-10.80577147
253458.0091	2.181770762	-0.8841278419	-10.79976527
253465.6427	2.18056928	-0.8802861882	-10.79381793
253473.2385	2.179685502	-0.8763117248	-10.78944323
253480.8343	2.17871612	-0.8717227473	-10.78464479
253488.4302	2.177540909	-0.8676302689	-10.7788275
253496.026	2.176235226	-0.8633545327	-10.77236437
253503.6218	2.175295224	-0.8592540694	-10.76771136
253511.2177	2.173901626	-0.8549114178	-10.76081305
253518.8135	2.173161186	-0.8507936674	-10.75714787
253526.4093	2.171962495	-0.8460163124	-10.75121435
253534.0051	2.171479448	-0.8422828926	-10.74882327
253541.5618	2.170348758	-0.8378663073	-10.74322635
253549.1185	2.169104417	-0.8333102454	-10.73706686
253556.6752	2.167947551	-0.8287337489	-10.73134038
253564.2318	2.166742802	-0.8241871896	-10.72537687
253571.7885	2.165959435	-0.8197951056	-10.7214992
253579.3452	2.165225641	-0.8153692451	-10.71786692
253586.9019	2.164098768	-0.810826317	-10.7122889
253594.4585	2.162024296	-0.8050912898	-10.70202026
253602.0152	2.160728095	-0.8003034972	-10.69560407
253609.5313	2.159370569	-0.7952385039	-10.68888431
253617.0473	2.157908524	-0.7915071883	-10.6816472
253624.5634	2.15736238	-0.7855969303	-10.67894378
253632.0794	2.15592886	-0.7810096672	-10.67184786
253639.5954	2.154990563	-0.7758569191	-10.66720329
253647.1115	2.154136197	-0.7709575052	-10.66297418
253654.6275	2.152964998	-0.7659462624	-10.65717674
253662.1436	2.151795126	-0.7609228873	-10.65138588
253669.6596	2.150707671	-0.756035637	-10.64600297
253677.1757	2.149707822	-0.7511652167	-10.64105372
253684.6493	2.148445768	-0.7457829024	-10.63480655
253692.1229	2.147259758	-0.7407177877	-10.6289358
253699.5964	2.14628475	-0.7355232075	-10.62410951
253707.07	2.144755362	-0.728436369	-10.61653904
253714.5436	2.144011179	-0.7230705661	-10.61285534
253722.0172	2.142832434	-0.7176432054	-10.60702055
253729.4908	2.141837907	-0.7123906307	-10.60209764
253736.9644	2.140705159	-0.7064329891	-10.59649054
253744.4379	2.139599127	-0.7005244604	-10.59101568
253751.9115	2.138251274	-0.6954483142	-10.58434381
253759.3851	2.137393251	-0.6898812781	-10.58009659
253766.8139	2.136320859	-0.6842608313	-10.57478825
253774.2428	2.135316135	-0.6785715139	-10.56981487
253781.6716	2.13409194	-0.6729131332	-10.5637551
253789.1004	2.132914495	-0.6672716248	-10.55792675
253796.5293	2.13194415	-0.6615979548	-10.55312354
253803.9581	2.130478051	-0.655211498	-10.54586635
253811.3869	2.129632037	-0.6494986781	-10.54167859
